book_id,title,author,publisher,year,call_number,isbn,image_url,description,category
1032,질서 너머,조던 피터슨 지음; 김한영 옮김,웅진지식하우스,2021,199.1 피884ㅈ김,9788900000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5618524%3Ftimestamp%3D20250327145042,"‘세상을 탓하기 전에 방부터 정리하라’ ‘어깨를 펴고 똑바로 서라’ 등 명징한 조언을 담은 『12가지 인생의 법칙』으로 전 세계 500만 부 판매고를 올린 전 하버드대 심리학 교수 조던 피터슨이 3년 만에 신작 『질서 너머』로 돌아왔다. 전작은 글로벌 ‘피터슨 현상’을 불러일으켰다. 어설픈 위로 대신 현실의 냉엄함을 이야기하고, 자기 인생의 의미를 찾아 ‘기꺼이 책임을 짊어지는 어른이 되라’고 주문하는 그의 메시지에 전 세계 젊은이들이 열광했다. 불확실한 인생을 표류하다 하릴없이 허무주의에 빠져든 청년들에게 그의 법칙은 ‘삶의 진실’이라는 강력한 해독제를 제공했다. 그로 인해 인생이 송두리째 바뀌었다는 독자들의 고백이 쏟아졌다. 북미와 유럽 125개 이상 도시들에서 순회한 강연은 연일 매진이었다. 피터슨의 유튜브 공식 채널 누적 조회수는 2억 뷰에 달한다. 전 세계 언론이 앞다퉈 그를 다뤘다. 그는 ‘지적 영웅’ ‘시대의 대변자’ ‘인터넷 아버지’로 떠올랐고, 세계에서 가장 ‘인기 있고’ ‘논쟁적이고’ ‘영향력 있는’ 지식인으로 부상했다. 그러던 어느 날 그가 돌연 모습을 감췄다. 후속작을 집필하던 중 갑작스레 부인의 말기 암 진단과 그 자신의 심각한 건강 문제(약물 부작용 치료로 인한 코마 상태에서 폐렴까지)가 연이어 닥쳤다. 1년 가까이 병상에서 생사를 오간 그는 재활센터에서 걷는 법, 눕는 법을 다시 배워야 할 정도로 심신이 피폐해졌을 때 ‘거의’ 모든 것을 포기할 뻔했다고 솔직하게 고백한다. 하지만 갑자기 인생을 덮친 혼돈에 굴복하는 대신 자신의 신념과 철학을 담금질하는 계기로 삼았고, 보다 깊고 확장된 사유를 펼쳐 보이며 ‘인생 법칙’의 완결판 『질서 너머』로 돌아왔다. 왜 ‘질서 너머’ 인가? 당신은 자신이 누구일 수 있는지, 최고의 모습을 상상하고 추구해야 마땅하다(법칙2). 그것이 진짜 인생이니까. 질서는 혼돈의 해독제가 될 수 있지만 완벽하지 않다. 끝없이 변화하는 세상에서 자신이 이미 아는 것 얻은 것에 안주한다면 아무리 어렵게 얻었던들 그 질서는 딱딱하게 굳어버린다. 본래 질서와 혼돈은 어느 것이 더 좋다 말할 수 없고, 만물은 그 사이를 끝없이 오간다. 당신은 한 발을 질서의 영역에 두고, 다른 한 발로 그 밖에 있는 미지의 세계를 디뎌야 한다. 혼돈 속에는 위험이 도사리지만, 더 나아질 기회와 가능성도 거기에 있다. 『질서 너머』는 혼돈을 잠재우는 것에서 한발 나아가 혼돈과 그 안의 가능성을 기꺼이 껴안도록, 냉소와 두려움의 껍질을 깨는 더 강력한 12가지 법칙을 제시함으로써 독자들의 가슴을 다시 한번 뜨겁게 달군다.","['인문학', '심리학/정신분석학', '교양 심리학']"
1033,별것 아닌 선의,이소영 지음,어크로스,2021,331.1 이55ㅂ,9791190000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5680070%3Ftimestamp%3D20250401150241,"“비관보다는 낙관을, 절망보다는 희망을 갖게 하는 글” _홍성수(숙명여대 법학과 교수, 《말이 칼이 될 때》 저자) “별것 아닌 선의를 담은 손길과 눈빛이야말로 서로에게 잊을 수 없는 선물이 될 수 있다” _김소영(방송인, 책발전소 대표) 우리는 누구나 좋은 사람이 되고 싶어 하지만 누구도 타인의 고통을 내 손에 못 박은 채로 살아갈 수는 없다. 연민은 쉽게 지치고 분노는 금세 목적지를 잃는다. 이 책은 취약하고 불완전한 존재일 수밖에 없는 우리가, 그럼에도 불구하고 서로에게 건넬 수 있는 위로와 공감의 순간들을 그러모은 것이다. 부조리하고 가혹한 세상을 단번에 바꿀 힘은 우리에게 없지만 좀 더 나은 사람, 좀 더 나은 시민이 되어 서로의 곁이 되어주는 일은 가능하다. 제주대학교에서 법학을 강의하며 연구자로 살아가는 이소영 교수는, 완벽하고 흠결 없는 실천이 아니라 서툴고 부족한 시도를 계속함으로써 우리 각자가 가진 선의의 동심원을 넓혀가자고 제안한다.","['인문학', '교양 인문학']"
1034,(제프리 삭스) 지리 기술 제도,제프리 삭스 지음; 이종인 옮김,21세기북스,2021,909 삭57ㅈ,9788950000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5815529%3Ftimestamp%3D20250204152022,"《빈곤의 종말》 《지속 가능한 발전의 시대》에서 인류의 현재와 미래에 대한 대책에 천착해온 세계적인 경제 석학 제프리 삭스가 기후변화와 팬데믹 앞에서 다시금 우리가 해야 할 일을 상기시킨다. 《지리 기술 제도》에서 그는 지난 7만 년 동안 인류가 거듭해온 발전과 쇠퇴, 협력과 갈등의 흐름을 살펴 위기의 시대를 극복할 통찰을 제시한다. 제프리 삭스는 인류가 지금으로부터 7만 년 전 아프리카에서 발원해 다른 대륙으로 흩어진 이래, 인간 사회의 교역, 정복, 건국, 생산력 증대, 전염병 창궐 등 모든 활동이 ‘지리, 기술, 제도’ 세 가지 요소를 토대로 이루어졌음을 설명한다. 그리고 이 과정, 즉 지역과 지역, 사회와 사회 사이의 상호작용을 농경, 항해술의 보급, 디지털 혁명 등을 기준으로 일곱 시대로 구분해 문명의 흐름을 한눈에 파악할 수 있도록 요약했다. 정보기술과 교통수단의 발달은 세계의 상호의존성과 상호이해를 높여왔고, 코로나19와 기후변화는 인류가 연결되어 있음을 확실히 인식하게 했다. 《지리 기술 제도》는 단순히 어느 한 나라만의 움직임으로 개선할 수 없는 공통의 위기를 맞이한 인류에게, 기나긴 교류의 경험을 일깨워 더 나은 내일을 암시하는 역사서이자 미래 지침서다.","['인문학', '교양 인문학']"
1035,사물의 철학,함돈균,세종서적,2015,104 함25ㅅ,9788980000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1179956%3Ftimestamp%3D20230524142141,"『사물의 철학』은 2013년부터 《매일경제》지에 인기리에 연재되고 있는 칼럼 '사물의 철학'을 모아 꾸린 것으로, 칼럼에 싣지 못했던 사물에 대한 본격적인 이야기를 담은 책이다. 늘 사물에 둘러싸여, 그 사물을 사용하며 살아가지만, ‘사물이란 무엇인가?’에 대해서 생각해본 적 있는가? 문학평론가로서 활약하던 함돈균 교수는 이 책에서 시스루에서 포스트잇까지의 88가지 사물을 장자에서 보르헤스까지 시적 직관과 철학적 성찰로 풀어낸다. 저자가 주목하고 있는 것은 사물의 ‘기능적 쓰임새’가 아니라 ‘관계적 차원에서의 의미’다. 일상에서 흔히 마주하는 사물들을 실용적 차원이 아닌 사회나 인간과의 ‘상호관계’ 속에서 고찰해낸 것. 하지만 이렇게 반문할 수 있다. 도대체 왜 사물을 달리 보아야 하는 것인가. 이유는 명확하다. 일상의 사물을 다르게 볼 때 세상에 대한 관점이 바뀌고, 세상에 대한 관점이 달라질 때 비로소 나의 삶도 변할 수 있기 때문이다. 이 책은 유연한 시선으로 사물을 대하고, 그 사물로 채워진 세상을 조금 다르게 살필 수 있도록 돕는다. 낯설게 혼합한 콜라주 기법의 삽화들은 또한 어울리지 않은 사물들이 뒤엉키고 해체되면서 하나의 멋진 사물로 재탄생해, 새로운 시선으로 사물을 읽어내는데 상상력을 더해준다.","['에세이', '한국에세이']"
1036,기분이 태도가 되지 않으려면,나겨울 지음,떠오름,2021,181.71 나14ㄱ,9791200000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5807931%3Ftimestamp%3D20250409151502,"우리는 지금까지 나 자신보다 상대방의 감정을 더 배려하고 존중해왔다. 상대방에게 불편한 사람, 싫은 사람이 되고 싶지 않았기 때문. 하지만 정작 상대방의 감정을 배려하느라 내가 느끼고 있는 솔직한 감정들을 마주 볼 시간 없이 몸만 큰 ‘어른아이’가 됐다. 문자로 진행되는 ‘텍스트테라피’를 통해 1만 건이 넘는 상담을 했고, 글쓰기를 통해 마음을 치유하는 ‘상담&치유 글쓰기 수업’도 진행하고 있는 나겨울 작가는 남들을 챙기느라 정작 자신의 감정을 챙기지 못하고 살아가는 ‘어른아이’들에게 이렇게 말한다. ‘치유의 기본은 자신을 알아가는 것이고, 자신을 알아가기 위해선 스스로의 감정을 정확하게 파악해야 한다.’ 그녀는 이번 책을 통해 우리가 일상에서 익숙하게 느끼는 감정들을 정확히 파악하는 법과, 그 감정들을 바람직하게 받아들이는 구체적인 방법을 제시한다.","['인문학', '심리학/정신분석학', '교양 심리학']"
1037,(피타고라스가 들려주는) 수열 이야기. 34,김승태 지음,자음과모음,2008,408 수92 v.34,9788950000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F687366%3Ftimestamp%3D20250314113844,"수학의 기본개념을 파헤친『수학자가 들려주는 수학이야기』시리즈 34권《피타고라스가 들려주는 수열 이야기》. 이 시리즈는 유명한 수학자들이 자신의 이론과 역사적 배경, 재미있는 에피소드를 중심으로 수학을 쉽게 이해할 수 있도록 구성했다. 《피타고라스가 들려주는 수열 이야기》는 수학자 피타고라스가 수열에 대해 일곱 번의 수업을 통해 상세하고 흥미롭게 들려준다.","['청소년', '청소년 수학/과학']"
1038,헤이트,최인철 [외] 지음,마로니에북스,2021,334.2 최68ㅎ,9788960000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5840707%3Ftimestamp%3D20240821190246,"심리학, 법학, 미디어학, 역사학, 철학, 인류학 등 다채로운 분야 학자들이 ‘혐오’라는 단일 주제에 초점을 맞춰 참여한 컨퍼런스에서 출발한 책이다. 제한된 통념에 갇힌 시야를 넓히는 강연과 토론, 질의응답의 내용을 생생하게 담고 있다. 혐오가 만든 비극의 역사와 우리 현실 속 혐오의 교묘한 흔적들을 추적하며 새로운 변화와 대안에 눈뜨게 한다.","['인문학', '교양 인문학']"
1039,한글교양,김슬옹 지음,아카넷,2019,711.2 김57ㅎ,9788960000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5083585%3Ftimestamp%3D20250215131649,한글 운동과 한글 연구에 40년을 매진한 김슬옹 박사가 한국의 대표 브랜드이자 인류의 문화유산인 한글의 보편적 가치를 공유하고 실천하는 핵심 지식인 이른바 ‘한글교양’에 대해 소개하는 『한글교양』. 한글(훈민정음)의 과학성을 되살려 우리 말글을 제대로 부려 쓰는 길에 바탕이 되는 교양을 묶어낸 책이다. 1997년 유네스코 세계기록유산으로 등재될 만큼 일찌감치 한국을 넘어 인류의 문화적 자산으로 가치를 인정받은 한글의 보편적 가치를 제대로 빛내어 새로운 가치를 만들기 위해서는 교양의 공유가 밑받침 되어야 한다. 저자는 이 책에서 한국인이라면 누구나 알아야 할 교양이 되는 지식을 ㄱ부터 ㅎ까지 열네 가지 물음으로 풀어내 ‘한글교양’에 마침표를 찍을 수 있도록 도와준다.,"['인문학', '기호학/언어학', '한국어/한문']"
1040,언어의 높이뛰기,신지영 지음,인플루엔셜,2021,710.13 신78ㅇ,9791190000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5828321%3Ftimestamp%3D20240716150258,"★CBS 김현정 앵커, 최인아책방 대표 최인아 강력 추천 ★2020 한국아나운서대상 장기범상 수상 ★옥스퍼드 사전 한국어 표제어 자문위원 선정 “오늘 내가 한 말 중에는 옳지 않은 말이 있다” 말에 무심한 시대를 살아가는 우리에게 필요한 언어 감수성 강의 《언어의 높이뛰기》는 우리가 반드시 짚고 넘어가야 할 언어 표현들을 하나씩 살펴보며, 그 의미와 속뜻을 흥미진진하게 풀어내는 언어 탐구서다. 흔히 언어를 ‘생각을 표현하는 수단’이라 말하지만, 지금 우리가 매일 사용하는 말들은 우리가 지향하는 가치와 사고, 달라진 현실을 반영하지 못하는 경우가 많다. 시대에 맞지 않은 불평등한 가족 호칭어나 성차별적 지칭어가 단적인 예다. 지난 20년 동안 언어 탐험을 통해 인간을 이해해온 언어학자 신지영은 나이, 성별, 위계에 따른 차별과 편견의 언어를 날카로운 시선으로 진단해 이 책에 담아냈다. 책을 통해 저자는 우리가 문제의식을 갖지 못했거나 알면서도 안일하게 써온 말들을 10가지 주제로 설명하고, 변화하는 시대에 맞춰 어떻게 바꿔나가야 할지 구체적인 방향을 제시한다. 그는 말한다. “무심코 사용하는 말에 민감해지고 스스로 언어감수성을 높여 ‘언어의 높이뛰기’를 시도해보자”고. 높이뛰기는 공중에 가로질러 놓인 막대를 뛰어넘고자 시도하는 운동이다. 언어의 높이뛰기도 이와 다르지 않다. 우리는 매일 누군가와 만나고 어떤 식으로든 대화를 이어간다. 그 과정에서 타인을 배려하고 이해하려는 시도를 멈추지 말아야 한다. ‘언어 감수성’이라는 기준을 세우고, 그 기준을 뛰어넘기 위해 끊임없이 노력해야 한다. 언어의 높이뛰기를 시도할수록 또 그 기준이 조금씩 올라갈수록, 말에 배어 있던 편견과 혐오, 고정관념은 차츰 사라지게 될 것이다. 누군가에게 상처가 되고 칼이 되는 표현을 뛰어넘어 바르고 단단한 언어 감수성을 길러야 한다는 것. 우리 모두가 ‘언어의 높이뛰기’에 동참해야 하는 이유다.","['인문학', '교양 인문학']"
1041,묘사의 힘,샌드라 거스 지음; 지여울 옮김,윌북,2021,802 거57ㅁ지,9791160000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5833626%3Ftimestamp%3D20240125163757,"아마존 베스트셀러 1위 작가이자 편집자의 글쓰기 분야 스테디셀러 아마존 리뷰 900개 돌파, 평점 4.6점 헤밍웨이의 일화로 알려진 유명한 이야기가 있다. 누군가 여섯 단어만 사용해 자신을 울릴 만한 소설을 써보라고 하자 헤밍웨이는 즉시 이렇게 썼다고 한다. “한 번도 신지 않은 아기 신발 팝니다.” 이 전설 같은 이야기는 좋은 소설이란 무엇인지 단적으로 보여준다. 작가는 인물이 어떤 상태고 어떤 감정이라고 독자에게 ‘말해주지’ 않았다. 하지만 독자가 적극적으로 이야기에 돌입하고 인물이 느끼는 감정에 공감하게 만들었다. 게다가 군더더기 없이 간결하게 썼다. 이것이 ‘보여주기’다. ‘말하지 말고 보여주라’는 문학을 좋아하거나 글을 쓰는 사람이라면 한번쯤 들어본 조언일 것이다. 아마존 베스트셀러 1위 작가이자 편집자인 샌드라 거스는 작가 혹은 예비 작가들이 이 글쓰기 원칙을 제대로 이해하지 못했거나, 알지만 자기 글에 적용하는 것을 어려워한다고 말한다. 이 책은 샌드라 거스가 지금까지 써온 숱한 베스트셀러와 편집해온 어마어마한 분량의 원고를 토대로 ‘말하기’와 ‘보여주기’의 섬세하고도 미묘한 차이를 명쾌하게 설명한다. 나아가 당장이라도 내 글을 고칠 수 있도록 현실적인 수정 방법 및 글쓰기 훈련법을 소개한다. 〈묘사의 힘〉은 ‘말하지 말고 보여주라’는 말의 정의부터 시작해 왜 반드시 ‘보여주어야’ 하는지, 어떻게 ‘보여줄’ 수 있는지 체계적으로 정리한다. 인물의 성격은 어떻게 드러내야 할까? 서스펜스는 어떻게 쌓아올리고, 대화에서 절대 쓰면 안 되는 말은 무엇일까? 형용사와 부사는 왜 빼는 게 좋을까? 세계관을 이해하기 위한 정보는 어느 타이밍에 흘려 넣어야 효과적일까? 이 책을 곁에 두고 내 글을 한 문장, 한 문장 고쳐보자. 두근거리며 읽었던 나의 인생 소설처럼 내 글도 작품이 될 수 있다. 말하지 말고, 압도하라!","['인문학', '책읽기/글쓰기', '글쓰기']"
1042,끝내주는 맞춤법,김정선 지음,유유,2021,711.25 김74ㄲ,9791190000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5606143%3Ftimestamp%3D20241106154739,"삼십 년 가까이 다른 사람이 쓴 글을 읽고 다듬어 온 교정 교열 전문가 김정선이 사람들이 가장 많이 틀리는 맞춤법 실수를 수집해 ‘맞춤법 끝내기 책’을 내놓았다. 어문 규범의 이해를 돕는 책이 아니라 필요한 부분만 반복해서 보고 쓰도록 해서 이미 가진 지식을 ‘체득’할 수 있게 돕는 책이다. 우리는 맞춤법을 몰라서 틀리는 게 아니며, 알거나 공부하는 것만으로는 맞춤법을 끝낼 수 없다. 총 20단계로 구성된 이 책에는 저자가 직접 만든 3,000개의 예문이 수록되어 있다. 독자는 이 예문을 문제 삼아 앞에서부터 차근차근 풀어 나가기만 하면 된다. 공부책이자 참고서로, 문제집이자 연습장으로 활용할 수 있는 이 책이 우리 모두를 ‘맞춤법의 늪’에서 벗어날 수 있게 도울 것이다.","['인문학', '기호학/언어학', '한국어/한문']"
1043,평균의 종말,토드 로즈 지음; 정미나 옮김,21세기북스,2021,182.1 로77ㅍ정,9788950000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5755332%3Ftimestamp%3D20250307145809,"“게으름뱅이, 문제아, 한심한 녀석.” 하버드 교육대학원의 교수이자 교육신경과학 분야의 최고 권위자, 토드 로즈의 고등학생 시절 이야기다. 믿기 힘들겠지만, 고등학교 시절 그는 성적 미달과 ADHD 장애로 학교를 중퇴했다. 평생 골칫덩이 취급만 받던 토드 로즈가 인생 반전을 맞이한 건, 학교에서는 인정받지 못했던 자신만의 ‘고유한 재능’을 발견해 스스로 공부했기 때문이다. 아이들은 저마다 타고난 재능이 다르다. 암기력이 좋은 아이가 있는가 하면 상황 판단이 빠른 아이가 있고, 수리적 이해가 높은 아이가 있는가 하면 예술적 감각이 뛰어난 아이가 있다. 그러나 공교육은 그 같은 다차원적인 ‘개개인성’을 무시하고, 오로지 ‘시험 잘 보는 능력’만으로 아이의 모든 걸 평가한다. ‘연령별 평균적 지능’이라는 기준에 따라 학습 과목과 난이도를 정해놓고는, 그 아이의 점수가 ‘평균 점수’보다 높은지 낮은지만 보면 모든 재능을 알 수 있다는 식이다. 학교 제도 속의 ‘문제아’였던 토드 로즈는, 탄탄한 과학적 이론을 통해 그 같은 ‘평균’이라는 기준 자체가 잘못된 허상에서 비롯되었음을 지적한다. 그리고 학교를 지배하는 ‘평균주의’의 함정에서 벗어나 아이들 각자를 창조적 인재로 키울 수 있도록, 혁신적인 교육법과 평가법을 제안한다. 시대가 바뀌면 교육도 바뀌어야 한다. 4차산업혁명 시대가 되면서 창조적 인재가 필요한 지금, 창의성을 죽이는 주입식 교육도, 재능을 평가하는 방법도 달라져야 한다. 그 시작은 이제껏 교육을 속여온, ‘평균’이라는 허상을 깨부수는 일, 그것이다.","['사회과학', '교육학', '교육 일반']"
1044,감염 도시,스티븐 존슨 지음; 김명남 옮김,김영사,2020,513.9327 존57ㄱ김,9788930000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5339213%3Ftimestamp%3D20250209125753,"악취 가득한 빅토리아 시기의 런던. 의사 존 스노와 교구목사 헨리 화이트헤드는 어떻게 콜레라 확산과 싸웠고, 이를 막아낼 수 있었는가? 그리고 그들이 마침내 완성한 감염지도는 어떻게 의학계의 패러다임을 바꾸었는가? 치밀한 자료 조사, 흡인력 있는 서사로 그려낸 1854년 런던 브로드가 콜레라 유행의 전말. 그리고 대규모 전염병의 도전에 직면한 현대 도시 문명의 미래에 관해 묵직한 물음을 던지는 교양서『감염 도시』. 1854년 런던. 더러운 쓰레기와 분뇨가 넘실대는 불결한 물웅덩이의 도시. 집채만 한 오물더미에서는 악취가 뿜어져 나온다. 무시무시한 속도로 발병 24시간 만에 쪼그라든 시체더미가 된 브로드 가의 수많은 주민들. 움푹 꺼진 눈, 시퍼렇게 질린 입술. 격렬한 복통과 타는 듯한 갈증, 장에서 콸콸 쏟아져 나온 흰 알갱이 가득한 무색무취의 배설물… 참혹한 대재앙의 한복판으로 질주하듯 빨려들다 보면, 콜레라 창궐이 도시인의 삶과 도시 하부구조, 과학 패러다임 변화에 끼친 심대한 영향이 생생하게 드러난다. 거대교역 도시를 철저히 무력화한 보이지 않는 공포, 콜레라의 발생과 전염 경로를 한눈에 드러내 보여준 감염지도! 감염지도 탄생의 두 주역 존 스노 박사와 헨리 화이트헤드 목사가 지역 주민과 밀착하며 활용한 ‘토박이 지식’들은 당시의 의학 및 정책 분야에 통용되던 지배적 패러다임을 어떻게 바꾸어놓았는가? 현대 과학사에 한 획을 그은 감염지도의 탄생 과정을 치밀하게 재구성하면서 오늘날 전 지구적 난제로 떠오른 공중위생 문제를 날렵한 필치로 파헤친다.","['과학', '기초과학/교양과학']"
1045,차이콥스키,정준호,Arte(북이십일아르테),2021,670.4 정76ㅊ,9788950000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5621598%3Ftimestamp%3D20221108011630,"음악 칼럼니스트이자 FM 클래식 음악 프로그램을 오랫동안 진행해 온 저자 정준호는 차이콥스키가 태어난 봇킨스크에서부터, 10여 년간 음악 교수로 몸담으면서 자신의 전성기를 예비한 모스크바, 불행한 결혼의 상처를 씻어 내는 가운데 유명한 〈바이올린 협주곡〉을 쓴 클라랑스, 주요 오페라와 발레 작품이 상연된 상트페테르부르크 등을 거쳐, 지상의 마지막 거처였던 클린까지 그의 작품을 탄생시킨 공간을 두루 찾아갔다. 무엇보다도 차이콥스키가 자주 찾아 휴식과 작곡을 했던 우크라이나 일대는 그의 음악에 흐르는 러시아적 정서와 낭만이 어디에서 연원하는지를 짐작하게 한다. 저자는 차이콥스키가 우리가 잘 아는 인물 같지만 사실은 여전히 잘 모르는 노천 광산 같은 거장이라고 보았다. 그의 작품 중 〈바이올린 협주곡〉, 〈피아노 협주곡 제1번〉, 후기 교향곡, 〈백조의 호수〉, 〈호두까기 인형〉 같은 것은 많이 연주되지만 저자는 그런 잘 알려진 걸작보다는 〈체레비츠키〉, 〈오를레앙의 처녀〉, 〈마제파〉, 〈이올란타〉, 〈피아노 협주곡 제2번〉 같은 숨은 걸작에 좀 더 주목했다. 저자의 안내에 따라 우리는 차이콥스키의 보물 창고에 한층 친숙하게 다가가는 한편, 몹시 예민하면서도 가족과 친구에게 다정다감하고 쉼 없이 여행하면서도 오로지 작곡밖에 몰랐던 한 러시아 사내를 만나게 될 것이다.","['인문학', '교양 인문학']"
1046,루터,이길용 지음,Arte(북이십일아르테),2020,230.99 이18ㄹ,9788950000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5551096%3Ftimestamp%3D20230425184402,"『루터』는 중세의 끝에서 성서를 통해 신과 직접 만나고자 했던 루터의 삶을 담은 책이다. 중세 사회에서는 인간이 신을 만나려면 반드시 교회라는 조직과 사제라는 직제 같은 매개적 존재가 필요했다. 교회와 사제야말로 신의 은총을 대리할 수 있는 지상의 유일한 존재이며, 그것 없이는 신앙을 논할 수 없었다. 그러나 루터는 직접 성서를 읽고 연구하면서 구원을 위해서는 어떤 매개도 필요하지 않다는 것을 알았다. 루터의 성서 번역은 독일 민중에게 자국어에 관한 관심을 불러일으켰고, 이는 독일 민족주의의 구심점으로 작동하기도 했다. 종교개혁이 성공할 수 있었던 배경에는 구텐베르크의 인쇄술도 있었지만 루터의 이와 같은 탁월한 소통 능력도 결코 빼놓을 수 없다. 그런 소통 지향적 태도는 교회 내에서 전문가 집단의 것으로 전락한 음악 대신 누구나 따라 부를 수 있는 회중 찬송을 부활시킨 데서도 그대로 드러난다.","['인문학', '교양 인문학']"
1047,유튜브에 빠진 너에게,구본권 지음,북트리거,2020,331.65 구45ㅇ,9791190000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F5357854%3Ftimestamp%3D20241101151247,"『로봇 시대, 인간의 일』, 『당신을 공유하시겠습니까?』 등을 집필한 이 시대의 디지털 인문학자 구본권이 이번엔 청소년을 위한 미디어 지침서를 썼다. 『유튜브에 빠진 너에게』는 뉴미디어와 올드미디어를 아우르는 책이다. 먼저 저자는 뉴미디어와 급격히 가까워진 Z세대를 위해 SNS, 유튜브, 인스타그램을 주제별로 소개하고, 뒤이어 언론과 가짜 뉴스를 쉬운 언어로 풀어낸다. 미디어와 밀접한 생활을 하는 십 대를 우려하는 많은 어른들과 달리, 저자는 미디어를 ‘유해 물질’로 취급하지 않는다. 대신에 온전히 이해하고 적절히 사용한다면 청소년들에게 미디어는 유익한 존재가 된다고 강조한다. 그리고 미디어에 반한 청소년에게 이렇게 말한다. ‘미디어에 한 번쯤 반(反)해도 되지 않을까?’ 미디어를 어떤 태도로, 어떻게 사용하느냐가 중요하다는 것이다. 저자는 인문학적인 통찰력을 바탕으로 슬기로운 미디어 생활법을 찬찬히 일러 준다. 『유튜브에 빠진 너에게』는 미디어 리터러시를 위한 징검다리 같은 책이다. ‘비판적 사고력’의 첫걸음을 떼게 만들기 때문이다. 이 책은 ‘SNS 친구가 적다’며 투덜대는 청소년에게 ‘던바의 수’를 인용해 실감 나는 조언을 하고, ‘최애’ 유튜버의 말을 곧이곧대로 믿는 학생에게는 게이트키퍼가 부재한 유튜브의 맹점을 말해 준다. 이 외에도 가짜 뉴스에 현혹되지 않는 미디어 인사이트를 갖출 수 있도록 돕는 뉴스 입문의 안내자 역할을 한다. 무엇보다 미디어라는 광활한 세계를 전문가의 어깨 위에서 둘러 봄으로써 미디어와 새로운 관계를 형성하는 계기가 될 수 있을 것이다.","['청소년', '청소년 인문/사회']"
1048,아우구스티누스 & 아퀴나스,신재식 지음,김영사,2008,160.3 신73ㅇ,9788930000000,https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F518063%3Ftimestamp%3D20241217113821,"동서양의 위대한 사상가들이 함께 사는 마을 곳곳을 돌아보며, 지식을 얻고 생각의 폭을 넓힐 수 있는 통합적 지식교양서이다. 국내의 젊은 학자들이 참여하여 학문의 경계와 분야를 허물고 인류의 지식과 대중을 연결하고자 했다. 이슈를 중심으로 여러 관련 분야를 함께 다루었으며, 분야를 뛰어넘는 지식인들의 영향 관계를 서술하였다. 이 시리즈는 인문, 자연, 사회과학 분야에서 뛰어난 업적을 남긴 동서양의 대표 지식인 100명을 촌장과 일꾼, 즉 개척자와 계승자로 등장시킨다. 각 권마다 '지식인 지도'를 그려 지식인들의 관계를 계승, 비판적 계승, 대립, 타분야 영향으로 표시함으로써 서로 다른 분야의 지식인들이 어떻게 영향을 주고받았는지 보여주고 있다. 제26권 〈아우구스티누스 & 아퀴나스〉는 중세에 살았던 신학자이자 철학자인 아우구스티누스와 아퀴나스의 삶을 통해 중세 초기와 절정의 그리스도교의 흐름을 살핀다. 또한 그리스도교에서 신앙과 이성이 어떻게 만나는가를 다루고 이들이 신앙과 이성의 문제에 어떻게 접근했는지도 알아본다.","['종교/역학', '기독교(개신교)', '기독교(개신교) 목회/신학', '교회개척/성장론']"
