자료명,저자,출판사,출판년도,청구기호,ISBN,썸네일,책소개,카테고리
당신을 위한 국가는 없다,박노자 지음,한겨레출판,2012,341 박195ㄷ,9788980000000 
버킷리스트,강창균;유영만,한국경제신문사(한경비피),2011,199.1 강82ㅂ,9788950000000 
피자의 지구사,캐럴 헬스토스키 지음;김지선 옮김,휴머니스트,2011,594.54 헬57ㅍ,9788960000000 
게릴라 가드닝,리처드 레이놀즈 지음; 여상훈 옮김,들녘,2012,525.7 레68ㄱ,8975279928 
파리 미술관 산책,최상운,북웨이,2011,606.926 최52ㅍ,9788990000000 
1%의 우정,필립 포조 디 보르고;최복현,작은씨앗,2012,868 보297ㅇ,9788960000000 
그해 봄은 더디게 왔다,페터 반 게스텔 지음;미리암 프레슬러 역;이유림 옮김,돌베개,2012,859.3 게57ㄱ,9788970000000 
색에 미친 청춘,김유나,미다스북스,2011,651.04 김66ㅅ,9788970000000 
개를 산책시키는 남자,전민식,은행나무,2012,813.6 전38ㄱ,9788960000000 
위키드. 2: 서쪽 마녀 이야기,그레고리 머과이어 지음;송은주 옮김,민음사,2012,843 머15ㅇ v.2,9788940000000 
위키드. 1: 엘파바와 글린다,그레고리 머과이어 지음;송은주 옮김,민음사,2012,843 머15ㅇ v.1,9788940000000 
쓰리 세컨즈. 2,안데슈 루슬룬드;버리에 헬스트럼 지음;이승재 옮김,시공사(검은숲),2012,859.7 루57ㅆ v.2,9788950000000 
쓰리 세컨즈. 1,안데슈 루슬룬드;버리에 헬스트럼 지음;이승재 옮김,시공사(검은숲),2012,859.7 루57ㅆ v.1,9788950000000 
나의 삼촌 브루스 리. 2,천명관 지음,예담,2012,813.6 천34ㄴ v.2,9788960000000 
나의 삼촌 브루스 리. 1,천명관 지음,예담,2012,813.6 천34ㄴ v.1,9788960000000 
"1,100만 명을 어떻게 죽일까?",앤디 앤드루스,에이미팩토리(타임교육),2012,340.4 앤27ㅊ,9788930000000 
지금은 없는 이야기,최규석,사계절출판사,2011,818 최16ㅈ,9788960000000 
마음이 예뻐지는 수필,곽재구 [외 지음],나무생각,2003,814.6 곽73ㅁ c.2,8988344561 
마음이 예뻐지는 수필,곽재구 [외 지음],나무생각,2003,814.6 곽73ㅁ,898834457X
우먼 인 블랙,수전 힐;김시현,문학동네,2012,843 힐56ㅇ,9788950000000 
자살가게,장 튈레;성귀수,열림원,2007,863 튈294ㅈ,9788970000000 
가시고백,김려령 지음,비룡소,2012,813.6 김294ㄱ,9788950000000 
예감은 틀리지 않는다,줄리언 반스;최세희,다산책방(다산북스),2012,843 반57ㅇ,9788960000000 
기나긴 하루,박완서,문학동네,2012,813.6 박65ㄱㄴ,9788950000000 
섬,빅토리아 히슬롭;노만수,문학세계사,2012,843 히57ㅅ,9788970000000 
일침,정민 지음,김영사,2012,199.1 정38ㅇ,9788930000000 
경제학 혁명,데이비드 오렐;김원기,행성비,2011,321.92 오294ㄱ,9789000000000 
희박한 공기 속으로,존 크라카우어;김훈,황금가지,2007,848 크292ㅎ,9788960000000 
스타터스,리사 프라이스;백효정,황금가지(민음인),2012,843 프292ㅅ,9788960000000 
런던 디자인 산책,김지원,나무[수:](백도씨),2012,639.5 김78ㄹ,9788990000000 
공감의 진화,폴 에얼릭;로버트 온스타인,에이도스,2012,331.5 에64ㄱ,9789000000000 
스티브 잡스 첫 청소년 전기,카렌 블루멘탈;권오열,서울문화사,2012,325.099 블296ㅅ,9788930000000 
팝콘을 먹는 동안 일어나는 일,김선희;송진욱,풀빛,2011,331.541 김54ㅍ,9788970000000 
수학 암살,클라우디 알시나;김영주,사계절출판사,2011,410 알58ㅅ,9788960000000 
국가의 숨겨진 부,데이비드 핼펀;제현주,북돋움(오토북스),2012,334.1 핼894ㄱ,9788990000000 
"내 인생의 논어, 그 사람 공자",이덕일 지음;권태균 사진,옥당,2012,148.3 이24ㄴ,9788990000000 
러쉬!,토드 부크홀츠;장석훈,청림출판,2012,325.04 부877ㄹ,9788940000000 
청소년자원봉사 어떻게 할까?,백은영,초록우체통,2012,334.14 백67ㅊ,9789000000000 
"조선의 가족, 천 개의 표정",이순구,너머북스,2011,911.05 이56조ㅅ,9788990000000 
일의 미래,린다 그랜튼;조성숙,생각연구소(한국물가정보),2012,321.5 그293ㅇ,9788960000000 
아마존 최후의 부족,몬테 릴 지음;정회성 옮김,휴머니스트,2012,848 릴35ㅇ,9788960000000 
우리 안의 그들 역사의 이방인들,이희근,너머북스,2008,911 이97ㅇ,9789000000000 
저녁의 구애,편혜영,문학과지성사,2011,813.6 편94ㅈ,9788930000000 
지식e. 7,EBS지식채널e,북하우스,2012,020.13 이48ㅈ v.7,9788960000000 
바다에는 악어가 살지,파비오 제다;이현경,마시멜로(한경BP),2012,883 제22ㅂ,9788950000000 
(이창호의)부득탐승,이창호,라이프맵(한국물가정보),2011,814.6 이82ㅂ,9788960000000 
경제고전,다케나카헤이조 지음;김소운 옮김,북하이브,2012,320.1 다874ㄱ,9788930000000 
정조와 홍대용 생각을 겨루다,김도환 지음,책세상,2012,911.058 김25ㅈ,9788970000000 
우주 사용 설명서,데이브 골드버그;제프 블롬퀴스트,휴머니스트,2012,420 골27ㅇ,9788960000000 
왕은 어떻게 나라를 다스렸는가,김기흥;박종기,휴머니스트,2011,911 김18ㅇ,9788960000000 
블레이드. 4: 진실 그리고 영원한 탈출,팀 보울러 지음;신선해 옮김,놀,2012,843 보66ㅂㄹ v.4,9788960000000 
블레이드. 3: 두 번째 복수의 시간,팀 보울러 지음;신선해 옮김,놀,2012,843 보66ㅂㄹ v.3,9788960000000 
블레이드. 2: 이름 없는 도망자들의 도시,팀 보울러 지음;신선해 옮김,다산북스,2012,843 보66ㅂㄹ v.2,9788960000000 
블레이드. 1: 열다섯 살 소년의 위험한 도망기,팀 보울러 지음;신선해 옮김,다산북스,2012,843 보66ㅂㄹ v.1,9788960000000 
노자를 읽고 장자에게 배운다,푸페이룽;한정선,知와 사랑,2012,152.22 푸894ㄴ,9788990000000 
(시로 쓰는)한국 근대사. 1: 나라를 빼앗긴 설움을 딛고 독립을 위해 싸우다,신현수 지음,작은숲,2012,810 신94ㅎ v.1,9789000000000 
무엇이 우리의 생각을 지배하는가,엘든 테일러 지음;이문영 옮김,알에이치코리아,2012,181.3 테68ㅁ,9788930000000 
정답을 넘어서는 토론학교: 과학,가치를꿈꾸는과학교사모임 지음,우리학교,2011,802.53 가86ㅈ,9788990000000 
파리 5구의 여인,더글라스 케네디 지음;조동섭 옮김,밝은세상,2012,843 케194ㅍ조,9788980000000 
"라플라스의 악마, 철학을 묻다",최훈 지음,뿌리와이파리,2010,102 최96ㄹ,9788960000000 
김제동이 어깨동무합니다,김제동 지음,위즈덤경향,2012,818 김74ㄱㅈ,9789000000000 
전쟁으로 읽는 한국사,김광일,은행나무,2012,911 김15ㅈ,9788960000000 
AK47,마쓰모토진이치;이정환,민음인,2012,394.56 마57ㅇ,9788960000000 
넥스트 데모크라시,제러드 듀발;이선주,민음사,2012,340.22 듀42ㄴ,9788940000000 
"서울, 건축의 도시를 걷다. 1: 사대문 안과 구도심",임석재 지음,인물과사상사,2010,610.911 임54ㅅ v.1,9788960000000 
나의 문화유산답사기. 5: 다시 금강을 예찬하다,유홍준,창비,2011,816.6 유95ㄴ v.5,9788940000000 
나의 문화유산답사기. 4: 평양의 날은 개었습니다,유홍준 지음,창비,2011,816.6 유95ㄴ v.4,9788940000000 
10년 후 세상,중앙일보중앙Sunday미래탐사팀;최재천,청림출판,2012,309.111 중62ㅅ,9788940000000 
소송사냥꾼,존 그리샴;안종설,문학수첩,2012,843 그298ㅅ,9788980000000 
위풍당당,성석제 지음,문학동네,2012,813.6 성54ㅇㅍ,9788950000000 
"전주, 느리게 걷기",전주국제영화제,페이퍼북,2012,981.192 전76ㅈㅈ,9789000000000 
빼앗긴 문화재를 말하다,혜문,작은숲출판사,2012,600.15 혜36ㅃ,9789000000000 
두려움에게 인사하는 법,김이윤,창비,2012,813.6 김68ㄷ,9788940000000 
"명작, 역사를 만나다",우정아,아트북스,2012,609.2 우74ㅁ,9788960000000 
권력과 인간,정병설 지음,문학동네,2012,911.058 정44ㄱ,9788950000000 
우리는 왜 실수를 하는가,조지프 핼리넌;김광수,문학동네,2012,181.3 핼298ㅇ,9788950000000 
어느날 내가 죽었습니다,이경혜 지음,바람의아이들,2004,813.6 이14ㅇㄴ,8990878055 
유쾌한 창조,이어령;강창래 지음,알마,2010,001.3 이64ㅇㅋ,9788990000000 
우리는 어떻게 설득 당하는가,조 내버로;토니 시아라 포인터,위즈덤하우스,2012,325.211 내44ㅇ,9788960000000 
(일생에 꼭 한 번은 들어야 할)명강,송호근;유홍준,블루엘리펀트(동아일보사),2012,001.3 송95ㅁ,9788970000000 
현혹과 기만,피터 포브스;이한음,까치글방,2012,472.57 포47ㅎ,9788970000000 
학벌사회,김상봉 지음,한길사,2004,332.6 김52ㅎ,8935655473 
"신들의 정원, 조선왕릉",이정근 지음,책보세(책으로 보는 세상),2010,911.05 이74ㅅ,9788990000000 
청소년을 위한 세계경제원론. 4: 세계화의 두 얼굴,"데이비드 앤드류스 글;Michael Miller,마이클 밀러;김시래,유영채 [공]옮김",내인생의책,2012,320 앤27ㅊ v.4,9788990000000 
고대 로마인의 24시간,알베르토 안젤라;주효숙,까치글방,2012,922 안74ㄱ,9788970000000 
생각에 관한 생각,대니얼 카너먼;이진원,김영사,2012,181.3 카194ㅅ,9788930000000 
거의 모든 사생활의 역사,빌 브라이슨;박중서,까치글방,2011,595.09 브292ㄱ,9788970000000 
천재들의 도시 피렌체,김상근 지음,21세기북스(북이십일),2010,928.6 김52ㅊ,9788950000000 
(실험은 계속된다)꾸리찌바 에필로그,박용남,서해문집,2011,539.7 박65ㄲ,9788970000000 
원더보이,김연수 지음,문학동네,2012,813.6 김64ㅇㄷ,9788950000000 
(뉴욕 뒷골목)수프가게,존 고든 지음; 김소정 옮김,한국경제신문,2012,325.04 고27ㅅ,9788950000000 
조선 최대의 과학수사 X파일,이종호,글로연(하니커뮤니케이션즈),2008,911.05 이75ㅈㅅ,9788990000000 
(이승훈 교수의)경제학 멘토링,이승훈 지음,터치아트,2012,320.04 이57ㄱ,9788990000000 
로그아웃에 도전한 우리의 겨울,수잔 모샤트 지음,민음인,2012,331.5412 모53ㄹ,9788960000000 
관계의 본심,클리포드 나스;코리나 옌 [공]지음;방영호 옮김,푸른숲,2011,189.2 나57ㄱ,9788970000000 
하버드 정치경제학,천진;이재훈,글항아리,2012,320.189 천78ㅎ,9788990000000 
민화에 홀리다,이기영 글;서공임 그림,효형출판,2010,654.35 이18ㅁ,9788960000000 
만들어진 승리자들,볼프 슈나이더;박종대,을유문화사,2011,990 슈192ㅁ,9788930000000 
(인생이란 여행길에서 만난)철학우화,류콴홍 지음;플라톤철학연구소 감수;정세경 옮김,베이직북스,2012,104 류875ㅊ,9788990000000 
뉴욕의 상뻬,장 자끄 상뻬;허지은,미메시스,2012,657.0926 상44ㄴ,9788990000000 
(반드시 알아야 할 50)위대한 정치,벤 뒤프레;이경희,지식갤러리(한국물가정보),2012,340 뒤897ㅇ,9788960000000 
그날들,윌리 로니스;류재화,이봄(문학동네),2011,668 로198ㄱ,9788950000000 
끝나지 않은 과학 이야기,마이클 모슬리;존 린치 지음;이미숙 옮김,시그마북스,2011,400 모57ㄲ,9788980000000 
(자기진화를 위한)몰입의 재발견,미하이 칙센트미하이;김우열,한국경제신문,2009,182.4 칙54ㅁ,9788950000000 
공부에 미친 16인의 조선 선비들,이수광,해냄출판사,2012,911.05 이56ㄱ,9788970000000 
청년 인생 공부,강신주[외] 지음,열림원,2012,818 강58ㅊ,9788970000000 
나쁜 초콜릿,캐럴 오프;배현,알마,2011,325.1 오897ㄴ,9788990000000 
티베르 기초 명상 수행,"갸툴 림포체, 도솔, B. 앨런 윌리스, 상계 칸도",청년사,2008,229 갸886ㅌ,9788970000000 
컬트가 되라,더글라스 홀트;더글라스 케머런,지식노마드,2012,325.571 홀887ㅋ,9788990000000 
곤충 마음 야생화 마음,정부희 지음,상상의 숲,2012,495.2 정46ㄱ,9789000000000 
파인만의 물리학 강의. 2,리처드 파인만;로버트 레이턴,승산,2006,420 파68ㅍ v.2,8988907841 
과학의 책,내셔널지오그래픽 편저;이창우.[등]역,지식갤러리,2010,400 내54ㄱ,9788960000000 
지식의 책,내셔널지오그래픽;이창우,지식갤러리(한국물가정보),2011,031 내54ㅈ,9788960000000 
북극곰,노베르토 로징 사진·글;이순영 옮김,북극곰,2012,499.747 사78ㅂ,9789000000000 
옥수수와 나. 36,김영하 ...[등]지음,문학사상,2012,810.82 김64ㅇ v.36,9788970000000 
경제 심리학,댄 애리얼리;김원호,청림출판,2011,320 애298ㄱ,9788940000000 
보스의 탄생,"린다A. 힐,켄트 라인백 지음;방영호 옮김",seedpaper,2012,325.24 린22ㅂ,9788990000000 
과학자처럼 사고하기,린 마굴리스;에두아르도 푼셋,이루,2012,404 마16ㄱ,9788990000000 
"현대물리학, 시간과 우주의 비밀에 답하다",숀 캐럴;김영태,다른세상,2012,420 캐294ㅎ,9788980000000 
스무 살 영화관,강유정 지음,문학과지성사,2012,688.09 강66ㅅ,9788930000000 
조선 여성의 일생,규장각한국학연구원 엮음,글항아리,2010,911.05 규72ㅈㅅ,9788990000000 
조선의 왕으로 살아가기. 1: 조선 왕실의 일상,심재우,돌베개,2011,911.05 심73ㅈ v.1,9788970000000 
미래의 도시,피터 홀;울리히 파이퍼,한울아카데미,2011,331.47 홀898ㅁ,9788950000000 
세상에서 가장 재미있는 세계사. 5: 바스티유에서 바그다드까지,래리 고닉 글·그림;이희재 옮김,궁리,2010,909 고198ㅅ v.5,9788960000000 
세상에서 가장 재미있는 세계사. 4: 콜럼버스에서 미국혁명까지,래리 고닉 글.그림;이희재 옮김,궁리,2007,909 고198ㅅ v.4,8958201002 
세상에서 가장 재미있는 세계사. 3: 이슬람에서 르네상스까지,래리 고닉글 그림;이희재 옮김,궁리,2006,909 고198ㅅ v.3,8958200634 
세상에서 가장 재미있는 세계사. 2: 중국의 여명에서 로마의 황혼까지,래리 고닉 글.그림;이희재 옮김,궁리,2006,909 고198ㅅ v.2,8958200626 
세상에서 가장 재미있는 세계사. 1: 빅뱅에서 알렉산드로스 대왕까지,래리 고닉 글.그림;이희재 옮김,궁리,2006,909 고198ㅅ v.1,8958200618 
(만화로 쉽게 배우는)양자역학,이시카와켄지;Hiiragi Yutaka,BM성안당,2012,420.13 이58ㅇ,9788930000000 
불가능한 것의 가능성,인디고연구(Ink)기획,궁리출판,2012,169 인28ㅂ,9788960000000 
"내 청춘, 시속370km",이송현,사계절,2011,813.6 이55ㄴ,9788960000000 
아프리카에는 아프리카가 없다,윤상욱,시공사,2012,930 윤52ㅇ,9788950000000 
다윈 지능,최재천,사이언스 북스,2012,476.01 최73ㄷ,9788980000000 
언더도그마,마이클 프렐 지음 ;박수민 옮김,지식갤러리,2012,349.42 프294ㅇ,9788960000000 
"멈추면, 비로소 보이는 것들",혜민;우창헌,쌤앤파커스,2012,818 혜38ㅁ,9788970000000 
파페포포 기다려,심승현,홍익출판사,2012,818 심57ㅍ,9788970000000 
수집 미학,박영택,마음산책,2012,818 박64ㅅ,9788960000000 
"열일곱 살, 펑 터질 것 같은",멜리나 마체타 글;공경희 옮김,책그릇,2011,843 마83ㅇ,9788990000000 
공항에서 일주일을,알랭 드 보통 지음;정영목옮김,청미래,2009,848 보885ㄱ,9788990000000 
미술품 위조 사건,래니 샐리스베리;앨리 수조,소담출판사(태일소담),2012,334.24 샐298ㅁ,9788970000000 
완벽주의의 함정,클라우스 베를레;박규호,소담출판사,2012,182.1 베297ㅇ,9788970000000 
"남겨진 역사, 잃어버린 건축물",조너선 글랜시;백자은,멘토르출판사,2011,610.9 글293ㄴ,9788960000000 
셜록 홈즈,앤터니 호로비츠 지음;이은선 옮김,황금가지,2011,843 호295ㅅ,9788960000000 
가족의 두 얼굴,최광현 지음,부키,2012,189.24 최15ㄱ,9788960000000 
망고 한 조각,마리아투 카마라;수전 맥클리랜드 지음;위문숙 옮김,내인생의책,2010,843 카32ㅁ,9788990000000 
스노우맨,요 네스뵈 지음;노진선 옮김,비채,2012,859.82 네57ㅅ,9788990000000 
고려대학교 4·18의거 실록,고려대학교4·18의거실록편찬위원회,고려대학교출판부,2012,911.0728 고294ㄱ,9788980000000 
폐허의 도시,폴 오스터 [저],열린책들,2003,843 오57ㅍ,8932904359 
아틀란티스로 가는 푸른 길,제이 누스바움 [지음],북폴리오,2003,843 누57ㅇ,8937830043 
첫소설,마자린 팽조;우종길,문학동네,2002,863 팽75ㅊ,8982815562 
재미나는 인생,성석제 지음,강,1997,813.6 성54ㅈ,8982180133 
DNA 구조의 발견과 왓슨.크릭,에드워드에델슨[지음];이한음[옮김],바다출판사,2002,476.10733 에27ㄷ,8955610939 
냉정과 열정사이 : Rosso,에쿠니 가오리 [지음] ; 김난주 [옮김],소담,2003,833.6 에876ㄴ c.2,8973813714 
시골무사 이성계,서권 지음,다산책방,2012,813.6 서16ㅅ,9788960000000 
버리고 갈 것만 남아서 참 홀가분하다,박경리 글,마로니에북스,2008,811.6 박14ㅂ,9788960000000 
마이너스 통장,박정식,황금필,2008,811.6 박74ㅁ,9789000000000 
서니사이드 시드니,류수연;김홍기,시드페이퍼,2010,986.202 류56ㅅ,9788990000000 
나무야 나무야,신영복,돌베개,1996,814.6 신64ㄴ c.9,8971990937 
해리포터와 죽음의 성물. 7-2,조앤 K. 롤링 지음;최인자 옮김,문학수첩,2007,843 롤298ㅎ v.7-2 c.3,9788980000000 
해리포터와 죽음의 성물. 7-3,조앤 K. 롤링 지음;최인자 옮김,문학수첩,2007,843 롤298ㅎ v.7-3 c.3,9788980000000 
해리포터와 죽음의 성물. 7-4,조앤 K. 롤링 지음;최인자 옮김,문학수첩,2007,843 롤298ㅎ v.7-4 c.3,9788980000000 
미쳐야 미친다,정민,푸른역사,2004,991.1 정38ㅁ c.6,8987787842 
변신/시골의사,프란츠 카프카 [지음] ; 전영애 [옮김],민음사,2004,853 카897ㅂ c.9,8937460041 
변신/시골의사,프란츠 카프카 [지음] ; 전영애 [옮김],민음사,2004,853 카897ㅂ c.8,8937460041 
변신/시골의사,프란츠 카프카 [지음] ; 전영애 [옮김],민음사,2004,853 카897ㅂ c.7,8937460041 
변신/시골의사,프란츠 카프카 [지음] ; 전영애 [옮김],민음사,2004,853 카897ㅂ c.6,8937460041 
(청소년을 위한)금오신화,이가원;허경진,서해문집,2007,813.5 이12ㄱ,9788970000000 
월든,헨리 데이비드 소로 지음;한기찬 옮김,소담,2003,844 소295ㅇ c.4,8973813447 
월든,헨리 데이비드 소로 지음;한기찬 옮김,소담,2003,844 소295ㅇ c.3,8973813447 
월든,헨리 데이비드 소로 지음;한기찬 옮김,소담,2003,844 소295ㅇ c.2,8973813447 
월든,헨리 데이비드 소로 지음;한기찬 옮김,소담,2003,844 소295ㅇ,8973813447 
정본 백석 시집,백석 [지음];고형진[엮음],문학동네,2007,811.6 백54ㅈ c.4,9788950000000 
정본 백석 시집,백석 [지음];고형진[엮음],문학동네,2007,811.6 백54ㅈ c.3,9788950000000 
정본 백석 시집,백석 [지음];고형진[엮음],문학동네,2007,811.6 백54ㅈ c.2,9788950000000 
침묵의 봄,레이첼 카슨 [지음] ; 김은령 [옮김],에코리브르,2003,539.98 카57ㅊ c.5,8995218797 
소설. 2: 소설,"우찬제,김미현 엮음",문학과지성사,2007,810.82 우82ㅅ v.2,9788930000000 
소설. 1: 소설,"조남현,홍정선 엮음",문학과지성사,2007,810.82 조192ㅅ v.1,9788930000000 
시,"최동호,신범순,정과리,이광호 엮음",문학과지성사,2007,810.82 최25ㅅ c.2,9788930000000 
낯선땅에 홀리다,김연수 지음,마음의숲,2011,816.6 김64ㄴ,9788990000000 
너무 아름다운 병,함성호 지음,문학과 지성사,2005,811.6 함54ㄴ,9788930000000 
눈앞에 없는 사람,심보선,문학과지성사,2011,811.6 심45ㄴ,9788930000000 
다카페 일기,모리 유지;권남희,북스코프,2008,668.5 모298ㄷ,9789000000000 
소울푸드,성석제;백영옥,청어람미디어,2011,818 성54ㅅ,9789000000000 
부메랑,윤성희,중앙books(중앙일보(문예중앙)),2011,813.6082 윤54ㅂ,9788930000000 
칼 (외),이승우 지음,중앙북스,2010,813.6082 이57ㅋ,9788930000000 
달로간 코미디언(외),김연수,중앙북스,2007,813.6082 김64ㄷ,9788990000000 
존재의 형식 (외),방현석,"중앙일보,문예중앙",2003,813.6082 방94ㅈ,9788960000000 
옛그림 속 우리 얼굴,이소영,낮은산,2009,654.5 이55ㅇ,9788990000000 
개념미술,다니엘 마르조나 지음;김보라 옮김,마로니에북스,2007,650.99 마297ㄱ,9788960000000 
폴 세잔,울리케 베크스 말로르니 지음;박미연 옮김,마로니에북스,2007,650.99 말295ㅍ,9788960000000 
피테르 브뢰헬,로제 마리 하겐;라이너 하겐 지음;김영선 옮김,마로니에북스,2007,650.99 하14ㅍ,9788960000000 
라파엘로,크리스토프 퇴네스 지음;이영주 옮김,마로니에북스,2007,650.99 퇴194ㄹ,9788960000000 
히에로니무스 보스,월터 보싱 지음;김병화 옮김,마로니에북스,2007,650.99 보58ㅎ,9788960000000 
피트 몬드리안,수잔네 다이허 지음;주은정 옮김,마로니에북스,2007,650.99 다68ㅍ,9788960000000 
프란시스코 고야,로제-마리;라이너 하겐 지음;이민희 옮김,마로니에북스,2010,650.99 로74ㅍ,9788960000000 
보테로,마리아나 한슈타인 지음;한성경 옮김,마로니에북스,2010,650.99 한56ㅂ,9788960000000 
사실주의,케르스틴 슈트레멜 지음;정희정 옮김,마로니에북스,2008,650.99 슈887ㅅ,9788960000000 
인상주의,카린 H. 그림 지음;하지은 옮김,마로니에북스,2010,650.99 그298ㅇ,9788960000000 
비디오 아트,실비아 마르틴 지음;안혜영 옮김,마로니에북스,2010,650.99 마297ㅂ,9788960000000 
HR 기거,H. R. 기거 지음;김미리 옮김,마로니에북스,2010,650.99 기14ㅇ,9788960000000 
폴 고갱,인고 발터,마로니에북스,2007,650.99 발884ㅍㄱ,9788960000000 
바실리 칸딘스키,하요 뒤히팅,마로니에북스,2007,650.99 뒤98ㅂ,9788960000000 
르네 마그리트,마르셀 파케 지음,마로니에북스,2008,650.99 파874ㄹ,9788960000000 
다다이즘,디트마 엘거 지음; 김금미 옮김,마로니에북스,2008,650.99 엘14ㄷ,9788960000000 
디에고 벨라스케스,노르베르트 볼프,마로니에북스,2008,650.99 볼897ㄷ,896053028X
루브르,뱅상 포마레드;에리히 레싱,시그마북스,2011,653 포32ㄹ,9788980000000 
퓰리처상 사진,핼 부엘;박우정,현암사,2011,668 부64ㅍ,9788930000000 
찾아라! 명화 속 숨은 그림,장세현 지음;오승민 일러스트레이션,낮은산,2011,650.4 장54ㅊ,9788990000000 
살아있는 지리 교과서. 2: 인문지리-사람과 사람이 더불어 사는 세계,전국지리교사연합회,휴머니스트,2011,980 전16ㅅ v.2,9788960000000 
살아있는 지리 교과서. 1: 자연지리-사람과 자연의 조화로운 공존,전국지리교사연합회,휴머니스트,2011,980 전16ㅅ v.1,9788960000000 
신신,마르크 앙투안 마티외;김지희,휴머니스트,2011,657.1 마888ㅅ,9788960000000 
(상식으로 꼭 알아야 할)세계 지도 지리 이야기,디딤;서영철,삼양미디어,2011,980 디28ㅅ,9788960000000 
나는 한 마리 개미,저우쭝웨이;주잉춘,펜타그램,2011,828 저66ㄴ,9789000000000 
헤겔의 체계.1. 088: 체계의 발전과 논리학,비토리오 회슬레;권대중 옮김,한길사,2007,165.4 회57ㅎ v.1,9788940000000 
서양건축사. 1: 땅과 인간,임석재 지음,북하우스,2007,610.92 임54ㅅ v.1,9788960000000 
칼로리 플래닛,피터 멘젤;페이스 달뤼시오,윌북,2011,594.04 멘74ㅋ,9788990000000 
학문과 예술에 대하여 외. 092,장 자크 루소;김중현,한길사,2007,166.4 루55ㅎ,9788940000000 
죽음에 이르는 병,쇠렌 키르케고르 지음;임규정 옮김,한길사,2007,163.7 키297ㅈ,9788940000000 
거대한 전환,칼 폴라니;홍기빈,길,2009,320.9 폴292ㄱ,9788990000000 
아주 가벼운 깃털 하나,공지영[지음],한겨레출판,2009,814.6 공78ㅇ,9788980000000 
주제와 변주. 1,인디고서원[엮음],궁리,2006,001.3 인28ㅈ v.1 c.2,8958200561 
중국의 역사,가와카쓰요시오 지음;임대희 옮김,혜안,2004,912.036 가65ㅈ,8984942138 
안나리사의 온넬라,안나리사,시드페이퍼,2011,818 안192ㅇ,9788990000000 
생각지도 못한 생각지도,유영만,위너스북,2011,370.18 유64ㅅ,9788990000000 
기인과 협객,박희병;정길수 편역,돌베개,2010,813.5 박97ㄱ,9788970000000 
지금 이 순간을 살아라,에크하르트 톨레;노혜숙,양문,2008,214 톨294ㅈ,9788990000000 
세상을 바꾸는 천개의 직업,박원순;권오환,문학동네,2011,321.55 박66ㅅ,9788950000000 
"청소년, 코끼리에 맞서다",나탈리 르비살;배영란,한울림,2011,183.3 르48ㅊ,9788960000000 
한 권의 책,최성일 지음,연암서가,2011,029.1 최54ㅎ,9788990000000 
왓칭,김상운,정신세계사,2011,181.3 김52ㅇ,9788940000000 
울고 싶어도 내 인생이니까,백정미 지음,함께BOOK,2011,199.1 백74ㅇ,9788980000000 
렘브란트의 웃음,문광훈 지음,한길사,2010,600.1 문15ㄹ,9788940000000 
"바람이 분다, 가라",한강 지음,문학과지성사,2010,813.6 한12ㅂ,9788930000000 
서울대 리더십 강의,김광웅,21세기북스(북이십일),2011,331.17 김15ㅅ,9788950000000 
화해,틱낫한;진우기,불광출판사,2011,185.5 틱192ㅎ,9788970000000 
춘주좌전 Ⅲ. 076,좌구명 [지음];신동준 [옮김],한길,2006,146.1 좌16ㅊ v.3 c.2,8935656844 
나의 아름다운 정원,심윤경,한겨례신문사,2002,813.6 심66ㄴ,8984310743 
한국인의 심리코드,황상민,추수밭,2011,182.6911 황52ㅎ,9788990000000 
지금 외롭다면 잘되고 있는 것이다,한상복,위즈덤하우스,2011,189 한52ㅈ,9788960000000 
철학의 시대,강신주 지음,사계절,2011,152.2 강58ㅊ,9788960000000 
철학적 시 읽기의 괴로움,강신주,동녘,2011,104 강58ㅊㅎ,9788970000000 
잠자기 전 30분 독서,최효찬,위즈덤하우스,2011,029.8 최95ㅈ,9788960000000 
평생 갈 내 사람을 남겨라,이주형 지음,비즈니스북스,2011,199.1 이76ㅍ,9788990000000 
어떻게 원하는 것을 얻는가,스튜어트 다이아몬드;김태훈,S.O(세계사),2011,325.04 다68ㅇ,9788930000000 
디자인과 진실,로버트 그루딘 지음;제현주 옮김,북돋움,2011,658 그296ㄷ,9788990000000 
명화의 거짓말,니카노교코 지음; 이연식 옮김,북폴리오,2011,650.4 니872ㅁ,9788940000000 
"다, 그림이다",손철주;이주은 지음,이봄(문학동네),2011,601.04 손83ㄷ,9788950000000 
마음 치유 여행,수전 앤더슨;안인희,북하우스 퍼블리셔스,2009,182.3 앤24ㅁ,9788960000000 
난설헌,최문희,다산책방,2011,813.6 최36ㄴ,9788960000000 
네가 누구든 얼마나 외롭든,김연수,문학동네,2007,813.6 김64ㄴㄱ,9788950000000 
불량한 주스 가게,유하순외 지음,푸른책들,2011,813.6 유92ㅂ,9788960000000 
책은 도끼다,박웅현 지음,북하우스,2011,001.3 박66ㅊ,9788960000000 
리투아니아 여인,이문열,민음사,2011,813.6 이36ㄹㅌ,9788940000000 
행복한 논어 읽기,양병무,21세기북스(북이십일),2009,148.3 양44ㅎ,9788950000000 
"감히, 아름다움",최재천 엮음,이음,2011,818 최73ㄱㅎ,9788990000000 
