"자료명","저자","출판사","출판년도","소장처","ISBN","카카오제목","카카오작가","카카오번역자","카카오ISBN","카카오출판사","카카오출간일","카카오썸네일","카카오URL","책소개"
"사형제 부활이냐 형벌제도 폐지냐","루크 훌스만","사람소리","2009","자료실","9788996127123 ","사형제 부활이냐 형벌제도 폐지냐","루크 훌스만","문성호","9788996127123.0","사람소리","2009-03-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1459804%3Ftimestamp%3D20220927174146","https://search.daum.net/search?w=bookpage&bookId=1459804&q=%EC%82%AC%ED%98%95%EC%A0%9C+%EB%B6%80%ED%99%9C%EC%9D%B4%EB%83%90+%ED%98%95%EB%B2%8C%EC%A0%9C%EB%8F%84+%ED%8F%90%EC%A7%80%EB%83%90"," "
"사랑하는 이유","이남기","신아출판사","2009","자료실","9788959255450 ","사랑하는 이유","이남기","","9788959255450.0","신아출판사","2009-03-21","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F798231%3Ftimestamp%3D20200331134811","https://search.daum.net/search?w=bookpage&bookId=798231&q=%EC%82%AC%EB%9E%91%ED%95%98%EB%8A%94+%EC%9D%B4%EC%9C%A0"," "
"가와바타 야스나리의 소설세계","임종석","제이앤씨","2007","자료실","9788956685441 ","가와바타 야스나리의 소설세계(그 깊은 상징의 늪)(양장본 HardCover)","임종석","","9788956685441.0","제이앤씨","2007-10-31","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F741344%3Ftimestamp%3D20220630101100","https://search.daum.net/search?w=bookpage&bookId=741344&q=%EA%B0%80%EC%99%80%EB%B0%94%ED%83%80+%EC%95%BC%EC%8A%A4%EB%82%98%EB%A6%AC%EC%9D%98+%EC%86%8C%EC%84%A4%EC%84%B8%EA%B3%84%28%EA%B7%B8+%EA%B9%8A%EC%9D%80+%EC%83%81%EC%A7%95%EC%9D%98+%EB%8A%AA%29%28%EC%96%91%EC%9E%A5%EB%B3%B8+HardCover%29"," "
"일본문학사","林鍾碩 著","제이앤씨","2006","자료실","8956681163 ","일본문학사","임종석","","9788956681160.0","제이앤씨","2006-03-12","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F739864%3Ftimestamp%3D20190124174908","https://search.daum.net/search?w=bookpage&bookId=739864&q=%EC%9D%BC%EB%B3%B8%EB%AC%B8%ED%95%99%EC%82%AC"," "
"한국 대표 고전소설 3:역사 현실과 영웅의 길 II","김명환외","빛샘","1997","자료실","8977121078 ","한국대표고전소설 3(한국대표문학 5)","김명환 외엮음","","9788977121072.0","빛샘","1997-12-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1080132%3Ftimestamp%3D20221025125405","https://search.daum.net/search?w=bookpage&bookId=1080132&q=%ED%95%9C%EA%B5%AD%EB%8C%80%ED%91%9C%EA%B3%A0%EC%A0%84%EC%86%8C%EC%84%A4+3%28%ED%95%9C%EA%B5%AD%EB%8C%80%ED%91%9C%EB%AC%B8%ED%95%99+5%29"," "
"한국 대표 고전소설 1:꿈과 죽음과 사랑","김명환","빛샘","1997","자료실","8977121051 ","한국대표고전소설 1(한국대표문학 3)","김명환 외엮음","","9788977121058.0","빛샘","1997-12-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1080058%3Ftimestamp%3D20221025125334","https://search.daum.net/search?w=bookpage&bookId=1080058&q=%ED%95%9C%EA%B5%AD%EB%8C%80%ED%91%9C%EA%B3%A0%EC%A0%84%EC%86%8C%EC%84%A4+1%28%ED%95%9C%EA%B5%AD%EB%8C%80%ED%91%9C%EB%AC%B8%ED%95%99+3%29"," "
"한국 고전 여성 문학의 세계","이혜순; 정하영","이화여자대학교 출판부","1998","자료실","8973003402 ","한국 고전여성 문학의 세계","이혜순","","9788973003402.0","이화여자대학교출판부","1998-02-28","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1015070%3Ftimestamp%3D20220410091059","https://search.daum.net/search?w=bookpage&bookId=1015070&q=%ED%95%9C%EA%B5%AD+%EA%B3%A0%EC%A0%84%EC%97%AC%EC%84%B1+%EB%AC%B8%ED%95%99%EC%9D%98+%EC%84%B8%EA%B3%84"," "
"韓國代表詩 評說","정한모","문학세계사","1993","자료실","8970750533 ","한국대표시평설(문학세계연구논총 2)","정한모 편","","9788970750538.0","문학세계사","1995-04-10","","https://search.daum.net/search?w=bookpage&bookId=968217&q=%ED%95%9C%EA%B5%AD%EB%8C%80%ED%91%9C%EC%8B%9C%ED%8F%89%EC%84%A4%28%EB%AC%B8%ED%95%99%EC%84%B8%EA%B3%84%EC%97%B0%EA%B5%AC%EB%85%BC%EC%B4%9D+2%29"," "
"멋진 신세계","올더스 헉슬리","소담출판사","1997","자료실","8973812106 ","멋진 신세계(BESTSELLER WORLDBOOK 56)","올더스 헉슬리","정홍택","9788973812103.0","소담출판사","1997-06-05","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1026759%3Ftimestamp%3D20221025130516","https://search.daum.net/search?w=bookpage&bookId=1026759&q=%EB%A9%8B%EC%A7%84+%EC%8B%A0%EC%84%B8%EA%B3%84%28BESTSELLER+WORLDBOOK+56%29"," "
"오래된 미래","헬레나 노르베리-호지 지음;양희승 옮김","중앙북스","2007","자료실","9788961880848 ","오래된 미래","헬레나 노르베리 호지","양희승","9788961880848.0","중앙북스","2007-11-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F859322%3Ftimestamp%3D20220903161325","https://search.daum.net/search?w=bookpage&bookId=859322&q=%EC%98%A4%EB%9E%98%EB%90%9C+%EB%AF%B8%EB%9E%98"," "
"(세계를 이끄는 한국의 최고) 과학자들","오헌석;최지영;최윤미;권귀헌","서울대학교출판부","2009","자료실","9788952109767 ","세계를 이끄는 한국의 최고 과학자들","오헌석, 최지영, 최윤미, 권귀헌","","9788952109767.0","서울대학교출판부","2009-02-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F632367%3Ftimestamp%3D20220915215647","https://search.daum.net/search?w=bookpage&bookId=632367&q=%EC%84%B8%EA%B3%84%EB%A5%BC+%EC%9D%B4%EB%81%84%EB%8A%94+%ED%95%9C%EA%B5%AD%EC%9D%98+%EC%B5%9C%EA%B3%A0+%EA%B3%BC%ED%95%99%EC%9E%90%EB%93%A4"," "
"(세계를 이끄는 한국의 창조적)공학자들","오헌석;심한식;위현진;배형준","서울대학교출판부","2009","자료실","9788952109750 ","공학자들(세계를 이끄는 한국의 창조적)","오헌석, 심한식, 위현진, 배형준","","9788952109750.0","서울대학교출판부","2009-02-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F632771%3Ftimestamp%3D20220702175050","https://search.daum.net/search?w=bookpage&bookId=632771&q=%EA%B3%B5%ED%95%99%EC%9E%90%EB%93%A4%28%EC%84%B8%EA%B3%84%EB%A5%BC+%EC%9D%B4%EB%81%84%EB%8A%94+%ED%95%9C%EA%B5%AD%EC%9D%98+%EC%B0%BD%EC%A1%B0%EC%A0%81%29"," "
"연을 쫓는 아이","칼레드 호세이니 [지음] ; 이미선 [옮김]","열림원","2005","자료실","897063472X","연을 쫓는 아이","칼레드 호세이니","이미선","9788970634722.0","열림원","2005-06-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F964303%3Ftimestamp%3D20220504022807","https://search.daum.net/search?w=bookpage&bookId=964303&q=%EC%97%B0%EC%9D%84+%EC%AB%93%EB%8A%94+%EC%95%84%EC%9D%B4"," "
"(송준호)문장 따라잡기","송준호","수필과비평(신아출판사)","2008","자료실","9788959254095 ","문장 따라잡기","송준호","","9788959254095.0","수필과비평사","2008-02-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F798867%3Ftimestamp%3D20190125024536","https://search.daum.net/search?w=bookpage&bookId=798867&q=%EB%AC%B8%EC%9E%A5+%EB%94%B0%EB%9D%BC%EC%9E%A1%EA%B8%B0"," "
"내 생애 가장 따뜻한 날들","박동규 지음","대산출판사","2005","자료실","8937209004 ","내 생애 가장 따뜻한 날들","박동규","","9788937209000.0","대산출판사","2003-02-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F539735%3Ftimestamp%3D20190123172545","https://search.daum.net/search?w=bookpage&bookId=539735&q=%EB%82%B4+%EC%83%9D%EC%95%A0+%EA%B0%80%EC%9E%A5+%EB%94%B0%EB%9C%BB%ED%95%9C+%EB%82%A0%EB%93%A4"," "
"유쾌한 심리학","박지영","파피에","2003","자료실","8985901370 ","유쾌한 심리학","박지영","","9788985901376.0","파피에","2003-05-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1227331%3Ftimestamp%3D20220220211956","https://search.daum.net/search?w=bookpage&bookId=1227331&q=%EC%9C%A0%EC%BE%8C%ED%95%9C+%EC%8B%AC%EB%A6%AC%ED%95%99"," "
"기다리는 부모가 아이를 변화시킨다","이영미 지음","가야넷","2002","자료실","8989263212 ","기다리는 부모가 아이를 변화시킨다","이영미","","9788989263210.0","가야넷","2002-05-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1291134%3Ftimestamp%3D20190127160835","https://search.daum.net/search?w=bookpage&bookId=1291134&q=%EA%B8%B0%EB%8B%A4%EB%A6%AC%EB%8A%94+%EB%B6%80%EB%AA%A8%EA%B0%80+%EC%95%84%EC%9D%B4%EB%A5%BC+%EB%B3%80%ED%99%94%EC%8B%9C%ED%82%A8%EB%8B%A4"," "
"자기만의 공부법을 터득하라","황병철","도원미디어","2004","자료실","8990441021 ","자기만의 공부법을 터득하라","황병철","","9788990441027.0","도원미디어","2003-02-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1318023%3Ftimestamp%3D20190127193909","https://search.daum.net/search?w=bookpage&bookId=1318023&q=%EC%9E%90%EA%B8%B0%EB%A7%8C%EC%9D%98+%EA%B3%B5%EB%B6%80%EB%B2%95%EC%9D%84+%ED%84%B0%EB%93%9D%ED%95%98%EB%9D%BC"," "
"(내게 맞는 직업과 전공) 너의 꿈은 무슨 색깔이니","하영목 지음","가산출판사","2002","자료실","8988933273 ","너의 꿈은 무슨 색깔이니(내게맞는직업과전공)","하영목","","9788988933275.0","가산출판사","2002-01-25","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1280797%3Ftimestamp%3D20221025114840","https://search.daum.net/search?w=bookpage&bookId=1280797&q=%EB%84%88%EC%9D%98+%EA%BF%88%EC%9D%80+%EB%AC%B4%EC%8A%A8+%EC%83%89%EA%B9%94%EC%9D%B4%EB%8B%88%28%EB%82%B4%EA%B2%8C%EB%A7%9E%EB%8A%94%EC%A7%81%EC%97%85%EA%B3%BC%EC%A0%84%EA%B3%B5%29"," "
"(이 시대를 사는)따뜻한 부모들의 이야기. 1","이민정 지음","김영사","2004","자료실","8934902698 ","이 시대를 사는 따뜻한 부모들의 이야기 1","이민정","","9788934902690.0","김영사","2004-05-03","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F516162%3Ftimestamp%3D20220520231420","https://search.daum.net/search?w=bookpage&bookId=516162&q=%EC%9D%B4+%EC%8B%9C%EB%8C%80%EB%A5%BC+%EC%82%AC%EB%8A%94+%EB%94%B0%EB%9C%BB%ED%95%9C+%EB%B6%80%EB%AA%A8%EB%93%A4%EC%9D%98+%EC%9D%B4%EC%95%BC%EA%B8%B0+1"," "
"독도 영유에 관한 연구","신동욱","어문각","2008","자료실","9788944108716 ","독도 영유에 관한 연구(양장본 HardCover)","신동욱","","9788944108716.0","어문각","2008-11-18","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F591184%3Ftimestamp%3D20221025133257","https://search.daum.net/search?w=bookpage&bookId=591184&q=%EB%8F%85%EB%8F%84+%EC%98%81%EC%9C%A0%EC%97%90+%EA%B4%80%ED%95%9C+%EC%97%B0%EA%B5%AC%28%EC%96%91%EC%9E%A5%EB%B3%B8+HardCover%29"," "
"3D 컴퓨터 애니메이션 영상","아이작 빅터 컬루우 지음","안그라픽스","2003","자료실","8970590986 ","3D 컴퓨터 애니메이션과 영상","아이작 빅터 컬로우","홍석일","9788970590981.0","안그라픽스","1998-12-17","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F963029%3Ftimestamp%3D20190126061610","https://search.daum.net/search?w=bookpage&bookId=963029&q=3D+%EC%BB%B4%ED%93%A8%ED%84%B0+%EC%95%A0%EB%8B%88%EB%A9%94%EC%9D%B4%EC%85%98%EA%B3%BC+%EC%98%81%EC%83%81"," "
"고고학개론","이선복","이론과실천","1997","자료실","8931301014 ","고고학개론(학술총서 101)","이선복","","9788931301014.0","이론과실천","1989-03-01","","https://search.daum.net/search?w=bookpage&bookId=479716&q=%EA%B3%A0%EA%B3%A0%ED%95%99%EA%B0%9C%EB%A1%A0%28%ED%95%99%EC%88%A0%EC%B4%9D%EC%84%9C+101%29"," "
"20세기 미술사","로즈메리 람버트","열화당","1986","자료실","8930101585 ","20세기미술사(열화당미술선서 58)","로즈메리 람버트","이석우","9788930101585.0","열화당","1986-12-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F469044%3Ftimestamp%3D20190123081540","https://search.daum.net/search?w=bookpage&bookId=469044&q=20%EC%84%B8%EA%B8%B0%EB%AF%B8%EC%88%A0%EC%82%AC%28%EC%97%B4%ED%99%94%EB%8B%B9%EB%AF%B8%EC%88%A0%EC%84%A0%EC%84%9C+58%29"," "
"소비자와 시장경제","김기옥;허경옥","시그마프레스","2001","자료실","8990685575 ","소비자와 시장경제","김기옥 외","","9788990685575.0","시그마프레스","2003-08-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1324001%3Ftimestamp%3D20191229121405","https://search.daum.net/search?w=bookpage&bookId=1324001&q=%EC%86%8C%EB%B9%84%EC%9E%90%EC%99%80+%EC%8B%9C%EC%9E%A5%EA%B2%BD%EC%A0%9C"," "
"살아있는 한국사 교과서. 2: 20세기를 넘어 새로운 미래로","전국역사교사모임 [지음]","휴머니스트","2004","자료실","8989899087 ","살아있는 한국사 교과서 2","전국역사교사모임","","9788989899082.0","휴머니스트","2002-03-12","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1310548%3Ftimestamp%3D20221025125150","https://search.daum.net/search?w=bookpage&bookId=1310548&q=%EC%82%B4%EC%95%84%EC%9E%88%EB%8A%94+%ED%95%9C%EA%B5%AD%EC%82%AC+%EA%B5%90%EA%B3%BC%EC%84%9C+2"," "
"당신들의 천국","이청준","열림원","2004","자료실","8970632336 ","당신들의 천국(이청준문학전집:장편소설 4)","이청준","","9788970632339.0","열림원","2000-07-28","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F964044%3Ftimestamp%3D20220930210447","https://search.daum.net/search?w=bookpage&bookId=964044&q=%EB%8B%B9%EC%8B%A0%EB%93%A4%EC%9D%98+%EC%B2%9C%EA%B5%AD%28%EC%9D%B4%EC%B2%AD%EC%A4%80%EB%AC%B8%ED%95%99%EC%A0%84%EC%A7%91%3A%EC%9E%A5%ED%8E%B8%EC%86%8C%EC%84%A4+4%29"," "
"우리말 연구의 이론과 실제","최남희[외지음]","경진문화사","2006","자료실","8959960101 ","우리말 연구의 이론과 실제","최남희 외","","9788959960101.0","경진문화사","2006-02-05","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F818684%3Ftimestamp%3D20221025114257","https://search.daum.net/search?w=bookpage&bookId=818684&q=%EC%9A%B0%EB%A6%AC%EB%A7%90+%EC%97%B0%EA%B5%AC%EC%9D%98+%EC%9D%B4%EB%A1%A0%EA%B3%BC+%EC%8B%A4%EC%A0%9C"," "
"괴델과 아인슈타인","펠레 유어그라우 [지음];곽영직;오채환 [공]옮김","지호","2005","자료실","8959090069 ","괴델과 아인슈타인","팰레 유어그라우","곽영직","9788959090068.0","지호","2005-10-13","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F792864%3Ftimestamp%3D20190125015126","https://search.daum.net/search?w=bookpage&bookId=792864&q=%EA%B4%B4%EB%8D%B8%EA%B3%BC+%EC%95%84%EC%9D%B8%EC%8A%88%ED%83%80%EC%9D%B8"," "
"비평, 90년대 문학을 묻다","작가와비평","여름언덕","2005","자료실","8990985161 ","비평 90년대 문학을 묻다","최강민","","9788990985163.0","여름언덕","2005-12-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1340314%3Ftimestamp%3D20190127230311","https://search.daum.net/search?w=bookpage&bookId=1340314&q=%EB%B9%84%ED%8F%89+90%EB%85%84%EB%8C%80+%EB%AC%B8%ED%95%99%EC%9D%84+%EB%AC%BB%EB%8B%A4"," "
"서양중세사의 이해","심재윤 지음","선인","2005","자료실","8959330299 ","서양중세사의 이해","심재윤","","9788959330294.0","선인","2005-11-15","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F802320%3Ftimestamp%3D20190125032405","https://search.daum.net/search?w=bookpage&bookId=802320&q=%EC%84%9C%EC%96%91%EC%A4%91%EC%84%B8%EC%82%AC%EC%9D%98+%EC%9D%B4%ED%95%B4"," "
"현대 우리말의 반어법 연구","한길 지음","역락","2005","자료실","8955564473 ","현대우리말의 반어법연구","한길","","9788955564471.0","역락","2005-12-27","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F712511%3Ftimestamp%3D20190124133027","https://search.daum.net/search?w=bookpage&bookId=712511&q=%ED%98%84%EB%8C%80%EC%9A%B0%EB%A6%AC%EB%A7%90%EC%9D%98+%EB%B0%98%EC%96%B4%EB%B2%95%EC%97%B0%EA%B5%AC"," "
"르네상스인 김승옥","백문임[외 지음]","앨피","2005","자료실","8995646276 ","김승옥","백문임 외 6명, 송태욱, 송은영, 이정숙, 조현일","","9788995646274.0","앨피","2005-11-21","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1448327%3Ftimestamp%3D20221001181301","https://search.daum.net/search?w=bookpage&bookId=1448327&q=%EA%B9%80%EC%8A%B9%EC%98%A5"," "
"말이 올라야 나라가 오른다. 2: 바르게 써야 할 우리말 310가지","권재일[등]지음.","한겨레신문사","2005","자료실","8984311693 ","말이 올라야 나라가 오른다 2","권재일","","9788984311695.0","한겨레신문사","2005-10-31","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1181391%3Ftimestamp%3D20190127050640","https://search.daum.net/search?w=bookpage&bookId=1181391&q=%EB%A7%90%EC%9D%B4+%EC%98%AC%EB%9D%BC%EC%95%BC+%EB%82%98%EB%9D%BC%EA%B0%80+%EC%98%A4%EB%A5%B8%EB%8B%A4+2"," "
"(남영신의)한국어용법 핸드북","남영신 지음","모멘토","2006","자료실","8991136087 ","한국어 용법 핸드북","남영신","","9788991136083.0","모멘토","2005-11-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1347191%3Ftimestamp%3D20220517211610","https://search.daum.net/search?w=bookpage&bookId=1347191&q=%ED%95%9C%EA%B5%AD%EC%96%B4+%EC%9A%A9%EB%B2%95+%ED%95%B8%EB%93%9C%EB%B6%81"," "
"대중독재의 영웅 만들기","비교역사문화연구소 [지음];권형진;이종훈 [엮음]","휴머니스트","2005","자료실","895862065X","대중독재의 영웅 만들기","비교역사문화연구소","","9788958620655.0","휴머니스트","2005-08-22","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F785752%3Ftimestamp%3D20220917071240","https://search.daum.net/search?w=bookpage&bookId=785752&q=%EB%8C%80%EC%A4%91%EB%8F%85%EC%9E%AC%EC%9D%98+%EC%98%81%EC%9B%85+%EB%A7%8C%EB%93%A4%EA%B8%B0"," "
"철학,역사를 만나다","안광복 지음","웅진지식하우스","2005","자료실","9788901054230 ","철학 역사를 만나다","안광복","","9788901054230.0","웅진지식하우스","2005-12-20","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F344917%3Ftimestamp%3D20190122161323","https://search.daum.net/search?w=bookpage&bookId=344917&q=%EC%B2%A0%ED%95%99+%EC%97%AD%EC%82%AC%EB%A5%BC+%EB%A7%8C%EB%82%98%EB%8B%A4"," "
"울트라마라톤 맨","딘 카르나제스 지음;공경희 옮김","해냄","2005","자료실","8973376993 ","울트라마라톤맨","딘 카르나제스","공경희","9788973376995.0","해냄출판사","2005-10-30","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1019530%3Ftimestamp%3D20190126114108","https://search.daum.net/search?w=bookpage&bookId=1019530&q=%EC%9A%B8%ED%8A%B8%EB%9D%BC%EB%A7%88%EB%9D%BC%ED%86%A4%EB%A7%A8"," "
"나의 문화유산답사기. 1: 남도답사 일번지","유홍준","창작과비평사","2001","자료실","8936470116 ","나의 문화유산답사기 1","유홍준","","9788936470111.0","창작과비평사","2009-08-10","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F534387%3Ftimestamp%3D20221025124310","https://search.daum.net/search?w=bookpage&bookId=534387&q=%EB%82%98%EC%9D%98+%EB%AC%B8%ED%99%94%EC%9C%A0%EC%82%B0%EB%8B%B5%EC%82%AC%EA%B8%B0+1"," "
"옛우물","오정희","청아","1994","자료실","8936802232 ","옛우물","오정희","","9788936802233.0","청아출판사","1994-07-01","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F538084%3Ftimestamp%3D20221025134402","https://search.daum.net/search?w=bookpage&bookId=538084&q=%EC%98%9B%EC%9A%B0%EB%AC%BC"," "
"그 작고 하찮은 것들에 대한 애착","안도현","나무생각","1999","자료실","8988344103 ","그 작고 하찮은 것들에 대한 애착","안도현","","9788988344101.0","나무생각","1999-11-27","https://search1.kakaocdn.net/thumb/R120x174.q85/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flbook%2Fimage%2F1268937%3Ftimestamp%3D20220213150118","https://search.daum.net/search?w=bookpage&bookId=1268937&q=%EA%B7%B8+%EC%9E%91%EA%B3%A0+%ED%95%98%EC%B0%AE%EC%9D%80+%EA%B2%83%EB%93%A4%EC%97%90+%EB%8C%80%ED%95%9C+%EC%95%A0%EC%B0%A9"," "
