자료명,저자,출판사,출판년도,소장처
조식,이다혜 지음,세미콜론,2020,자료실
"덜미, 완전범죄는 없다. 2: 범죄 현장에서 쫓고 쫓기는 두뇌 싸움",한국일보경찰팀 지음,북콤마,2019,자료실
"덜미, 완전범죄는 없다. 1: 범죄 현장에서 쫓고 쫓기는 두뇌 싸움",한국일보경찰팀 지음,북콤마,2019,자료실
식사에 대한 생각,비 윌슨 지음; 김하현 옮김,어크로스,2020,자료실
(박대훈의)사방팔방 지식 특강,"박대훈, 최.지.선(최선을 다하는 지리 선생님 모임) 공지음",휴먼큐브(문학동네),2019(3쇄),자료실
크리스 조던,크리스 조던 지음; 인디고 서원 엮음,인디고서원,2019,자료실
나는 운동화가 없어도 달릴 수 있습니다,볼프강 코른 글; 브리기트 얀센 그림; 유혜자 옮김,꿈꾸다:꿈터,2019,자료실
나는 매주 시체를 보러 간다,유성호 지음,북이십일 21세기북스,2019,자료실
(할 수 있다는 믿음)무기력상자,따돌림사회연구모임교실심리팀 지음; 뭉덩 그림,마리북스,2019,자료실
(나의 벽을 넘어서는)불안상자,따돌림사회연구모임교실심리팀 지음; 최다은 그림,마리북스,2018,자료실
(진짜 나를 만나는)혼란상자,따돌림사회연구모임교실심리팀 지음; JUNO 그림,마리북스,2017,자료실
도시 아틀라스,"폴 녹스 엮음; 손정렬, 박경환, 지상현 공옮김",푸른길,2019,자료실
서울 선언,김시덕 지음,열린책들,2018,자료실
도시재생과 젠트리피케이션,한국도시연구소 엮음,한울아카데미:한울엠플러스,2018,자료실
(새롭게 본)발해 유민사,임상선 편,동북아역사재단,2019,자료실
사고실험,조엘 레비 지음; 전현우 옮김,이김,2019,자료실
대학생은 처음이라,고준우 글; 임지이 그림,빨간소금,2019,자료실
공학자의 시간 여행,서승우 지음,특별한서재,2019,자료실
"빌트, 우리가 지어 올린 모든 것들의 과학","로마 아그라왈 지음; 윤신영, 우아영 공옮김",어크로스출판그룹,2019,자료실
다크호스,"토드 로즈, 오기 오가스 공지음; 정미나 옮김",21세기북스:북이십일 21세기북스,2020(7쇄),자료실
교육은 왜 교육하지 않는가,"프랭크 푸레디 지음; 박형신, 이혜경 공옮김",한울아카데미:한울엠플러스,2019,자료실
산책자의 인문학,문갑식 지음; 이서현 사진,다산초당:다산북스,2019,자료실
과정중심평가란 무엇인가,"강대일, 정창규 공지음",에듀니티,2018,자료실
공부의 배신,윌리엄 데레저위츠 지음; 김선희 옮김,다른,2015,자료실
진짜 그런 책은 없는데요,젠 캠벨 지음; 더 브러더스 매클라우드 그림; 노지양 옮김,현암사,2019,자료실
불행은 어떻게 질병으로 이어지는가,네이딘 버크 해리스 지음; 정지인 옮김,심심:푸른숲,2019,자료실
히틀러의 음식을 먹는 여자들,로셀라 포스토리노 지음; 김지우 옮김,문예출판사,2020,자료실
금색 공책. 2,도리스 레싱 지음; 권영희 옮김,창비,2019,자료실
금색 공책. 1,도리스 레싱 지음; 권영희 옮김,창비,2019,자료실
선인장의 기나긴 일생에서 아주 잠깐 스쳐 지나가는,더스티 볼링 글; 홍지연 옮김,봄볕,2018,자료실
열일곱살의 비밀,바하니 나이두 지음; 하혜주 옮김,봄볕,2017,자료실
한번의 죽음으로 천년을 살다,"김태빈, 전희경 공지음; 이지은 일러스트",레드우드,2018,자료실
지쳤거나 좋아하는 게 없거나,글배우 지음,강한별,2019,자료실
지금 이대로 좋다,법륜 지음; 박정은 그림,정토출판,2019,자료실
마음이 살짝 기운다,나태주 글; 로아 그림,RHK(알에이치코리아),2019,자료실
시인의 삶으로 역사를 읽다,김정남 지음,한권의책,2020,자료실
물이 깊은 바다,파비오 제노베시 지음; 최정윤 옮김,현대문학,2020,자료실
청소부 매뉴얼,루시아 벌린 지음; 공진호 옮김,웅진지식하우스:웅진씽크빅,2019,자료실
종이 동물원,켄 리우 지음; 장성주 옮김,황금가지,2018,자료실
증언들,마거릿 애트우드 지음; 김선형 옮김,황금가지,2020,자료실
시녀 이야기,마거릿 애트우드 지음; 김선형 옮김,황금가지,2018(10쇄),자료실
우주에서의 삶,팀 피크 지음; 이광식 옮김,들메나무,2019,자료실
전쟁 말고 커피,데이브 에거스 지음; 강동혁 옮김,문학동네,2019,자료실
보라색 히비스커스,치마만다 응고지 아디치에 지음; 황가한 옮김,민음사,2019,자료실
약국에 없는 약 이야기,박성규 지음,MID(엠아이디),2019,자료실
바람이 불면 바람이 부는 나무가 되지요,문태준 지음,마음의숲,2019,자료실
어른답게 삽시다,이시형 지음,특별한서재,2019,자료실
오전을 사는 이에게 오후도 미래다,이국환 지음,산지니,2019,자료실
단 하나의 눈송이,사이토마리코 지음,봄날의책,2018,자료실
내가 하늘에서 떨어졌을 때,율리아네 쾨프케 지음; 김효정 옮김,흐름출판,2019,자료실
근데 사실 조금은 굉장하고 영원할 이야기,성석제 지음,문학동네,2019,자료실
그쪽의 풍경은 환한가,심보선 지음,문학동네,2019,자료실
헬렌 니어링의 소박한 밥상,헬렌 니어링 지음; 공경희 옮김,디자인하우스,2018,자료실
(있는 그대로)참 소중한 너라서,김지훈 지음,진심의꽃한송이,2018,자료실
땅의 문명,남영우 지음,문학사상,2018,자료실
"한국 지리 컬러링북, 지식을 입히다",조지욱 글; 김미정 그림,사계절,2018,자료실
"진이, 지니",정유정 지음,은행나무,2019,자료실
아직 멀었다는 말,권여선 지음,문학동네,2020,자료실
우리 마음속에는 저마다 숲이 있다,황경택 지음,샘터사,2018,자료실
나는 나를 돌봅니다,박진영 지음,우리학교,2019,자료실
아우성 빨간책. [2]: 여자 청소년 편,푸른아우성 지음; 구성애 지음,올리브엠앤비,2018,자료실
아우성 빨간책. [1]: 남자 청소년 편,푸른아우성 글; 구성애 감수,올리브엠앤비,2017,자료실
피프티 피플,정세랑 지음,창비,2020(24쇄),자료실
정세현정청래와 함께 평양 갑시다,"정세현, 황재옥, 정청래 공지음",푸른숲,2018,자료실
지방분권이 지방을 망친다,마강래 지음,개마고원,2018,자료실
아무것도 하고 싶지 않은 나에게,문지현 지음,뜨인돌,2017,자료실
왜 우리는 생각대로 행동하지 않을까,외르크 베르나르디 지음; 린다 뵐펠 그림; 이수영 옮김,시금치,2019,자료실
지리교사의 서울 도시 산책. [3],이두현 지음,푸른길,2019,자료실
지리교사의 서울 도시 산책. [2],이두현 지음,푸른길,2018,자료실
(테마와 스토리가 있는)세계여행. [2]: 유럽편,권미혜 외 지음,푸른길,2018(3쇄),자료실
(테마와 스토리가 있는)세계여행. [1]: 세계편,권미혜 외 지음,푸른길,2018(3쇄),자료실
자리의 지리학,이경한 지음,푸른길,2018,자료실
(지리쌤과 함께하는)우리나라 도시 여행. 2,전국지리교사모임 지음,폭스코너,2019,자료실
백두대간 눈으로 그리다. 1,김태연 지음,산악문화,2018,자료실
지리 창문을 열면,"서태동, 하경환, 이나리 공지음",푸른길,2018,자료실
(독일 지리학자가 담은)한국의 도시화와 풍경,에카르트 데게 지음; 김상빈 옮김,푸른길,2018,자료실
여행기의 인문학,한국문화역사지리학회 지음,푸른길,2018,자료실
경제를 읽는 쿨한 지리 이야기,성정원 지음,맘에드림,2019,자료실
답사 소확행,"정은혜, 오지은, 황가영 공지음; 노시학 감수",푸른길,2019,자료실
우리집에 화학자가 산다,김민경 지음,Humanist(휴머니스트 출판그룹),2019,자료실
가기 전에 쓰는 글들,허수경 지음,난다,2019,자료실
"친애하는 인간에게, 물고기 올림",황선도 지음,동아시아,2019,자료실
포스트휴먼 오디세이,홍성욱 지음,Humanist(휴머니스트출판그룹),2019,자료실
세상은 온통 화학이야,마이 티 응우옌-킴 지음; 배명자 옮김; 김민경 감수,한국경제신문:한경BP,2019,자료실
괜찮아 돌아갈 수 없어도.,이찬호 지음,새잎,2019,자료실
땜장이 의사의 국경 없는 도전,김용민 지음,오르골,2019,자료실
파란하늘 빨간지구,조천호 지음,동아시아,2019,자료실
오늘은 잘 모르겠어,심보선 지음,문학과지성사,2020(8쇄),자료실
우울하면 좀 어때,김승기 지음,문학세계사,2019,자료실
하고 싶은 대로 살아도 괜찮아,윤정은 지음; 마설 그림,애플북스:비전비엔피,2018,자료실
"그래, 잠시만 도망가자",이종범 지음,위즈덤하우스:위즈덤하우스 미디어그룹,2018,자료실
그날이 우리의 창을 두드렸다,416세월호참사작가기록단 지음,창비,2019,자료실
은유로서의 질병,수전 손택 지음; 이재원 옮김,이후,2010(5쇄),자료실
하버드1교시,리처드 j. 라이트 지음; 장선하 옮김,힘찬북스,2019,자료실
미술관에 간 물리학자,서민아 지음,어바웃어북,2020,자료실
미술관에 간 화학자. 2: 두 번째 이야기,전창림 지음,어바웃어북,2019,자료실
가와바타 야스나리,허연 지음,Arte(북이십일 아르테),2019,자료실
푸치니,유윤종 지음,Arte(북이십일 아르테),2018,자료실
레이먼드 카버,고영범 지음,Arte(북이십일 아르테),2019,자료실
아리스토텔레스,조대호 지음,Arte(북이십일 아르테),2019,자료실
(2020 제11회)젊은작가상 수상작품집. 11,강화길 외 지음,문학동네,2020,자료실
그레타 툰베리의 금요일,그레타 툰베리 외 지음; 고영아 옮김,책담:한솔수북,2019,자료실
페인트,이희영 지음,창비,2019,자료실
팩트풀니스,"한스 로슬링, 올라 로슬링, 안나 로슬링 뢴룬드 공지음; 이창신 옮김",김영사,2019,자료실
역사가 묻고 지리가 답하다,"마경묵, 박선희 공지음",갈매나무:지상의책,2019,자료실
선량한 차별주의자,김지혜 지음,창비,2019,자료실
미국식 영작문 수업,최정숙 지음,동양북스,2020,자료실
안창남,길윤형 지음,서해문집,2019,자료실
(혼자이고 싶지만 외로운 과학자의)사회성이 고민입니다,장대익 지음,휴머니스트출판그룹(Humanist),2019,자료실
뇌가 지어낸 모든 세계,엘리에저 스턴버그 지음; 조성숙 옮김,다산사이언스:다산북스,2019,자료실
나는 곰팡이다,정다운 지음,너머학교,2019,자료실
과학적 신념은 어디에서 오는가,막스 플랑크 지음; 이정호 옮김,전파과학사,2019,자료실
(곽재식의)세균 박람회,곽재식 지음,김영사,2020,자료실
"(AI, 빅데이터에 숨어 있는)수학의 아름다움",우쥔 지음; 한수희 옮김; 권재명 감수,세종서적,2019,자료실
어느 날 문득 경제공부를 해야겠다면,"김경민,김회권,박혁진 공지음",황금부엉이:첨단,2019,자료실
석유는 어떻게 세계를 지배하는가,최지웅 지음,부키,2019,자료실
(사스키아 사센의)세계경제와 도시,"사스키아 사센 지음; 남기범, 이원호, 유환종, 홍인옥 공옮김",푸른길,2016,자료실
미래는 어떻게 올까?,곽노필 지음,산하,2019,자료실
5060 홈 트레이닝,전홍근 지음,이담Books:한국학술정보,2018,자료실
사회학,비판사회학회 엮음,한울아카데미,2019(7쇄),자료실
일곱 번째 배심원,윤홍기 지음,연담L,2019,자료실
푸른 수학,오조유키 지음; 고향옥 옮김,탐:토토북,2018,자료실
역사의 쓸모,최태성 지음,다산초당,2019,자료실
(빅데이터를 지배하는) 통계의 힘. 3: 데이터활용 편,니시우치히로무 지음; 위정훈 옮김; 홍종선 감수,비전코리아:비전비엔피,2017,자료실
대변동,재레드 다이아몬드 지음; 강주헌 옮김,김영사,2019,자료실
웃음이 하나 지나가는 밤,이은송 지음,천년의시작,2018,자료실
페달링의 원리,백소연 지음,지혜,2018,자료실
사소한 연애의 추억,양병호 지음,시문학사,2019,자료실
독립운동 현장읽기. 2: 3.1운동편,독립기념관 한국독립운동사연구소 편,독립기념관 한국독립운동사연구소,2019,자료실
난세에 답하다,김영수 지음,알마(Alma),2019(17쇄),자료실
생명연습,김승옥 지음,문학동네,2016(3쇄),자료실
민주주의는 만능인가?,김영평 외 지음,가갸날,2019,자료실
"나는 나, 엄마는 엄마",가토이쓰코 지음; 송은애 옮김,한국경제신문:한경BP,2019,자료실
텐서플로 첫걸음,조르디 토레스 지음; 박해선 옮김,한빛미디어,2016,자료실
밑바닥부터 시작하는 딥러닝,사이토고키 지음; 개앞맵시(이복연) 옮김,한빛미디어,2019(10쇄),자료실
"지도를 모으는 소녀, 고래를 쫓는 소년",왕수펀 지음; 조윤진 옮김,블랙홀,2018,자료실
웃고 있는 예수,"티모시 프리크, 피터 갠디 공지음; 유승종 옮김",어문학사,2009,자료실
인간은 왜 폭력을 행사하는가?,정윤수 외글; 인권연대 기획,철수와영희,2018,자료실
미래 공부,박성원 지음,글항아리,2019,자료실
다라야의 지하 비밀 도서관,델핀 미누이 지음; 임영신 옮김,더숲,2018,자료실
혼돈과 질서,곽한영 지음,사람의무늬:성균관대학교 출판부,2016,자료실
공연의 사회학,최종렬 지음,오월의봄,2019,자료실
서울 2천년사. 36: 현대 서울의 교통과 통신,서울역사편찬원 편저,서울역사편찬원,2016,자료실
포스트트루스,리 매킨타이어 지음; 김재경 옮김; 정준희 해제,두리반,2019,자료실
차별이란 무엇인가,데보라 헬먼 지음; 김대근 옮김,서해문집,2016,자료실
노터리어스 RBG,"아이린 카먼, 셔나 크니즈닉 공지음; 정태영 옮김",글항아리,2019(2쇄),자료실
莊子,장자 [지음]; 안동림 역주,현암사,2018(8쇄),자료실
광장에 선 의사들,최규진 지음; 인도주의실천의사협의회 기획,이데아,2017,자료실
(조셉 모피)잠재의식의 힘,조셉 머피 지음; 김미옥 옮김,미래지식,2019(13쇄),자료실
(김변의 방과 후)법률사무소,김민철 지음,뜨인돌출판,2019,자료실
그해 봄,박건웅 만화,보리,2019()5쇄,자료실
의료 붕괴,우석균 외 지음; 인도주의실천의사협의회 엮음,이데아,2017,자료실
불안 위에서 서핑하기,하지현 지음,창비,2018,자료실
초속 5센티미터,신카이마코토 지음; 김혜리 옮김,대원씨아이,2019(19쇄),자료실
그래도 우리의 나날,시바타쇼 지음; 권남희 옮김,문학동네,2018,자료실
아주 작은 습관의 힘,제임스 클리어 지음; 이한이 옮김,비즈니스북스,2019,자료실
라이딩 인생,고선미 지음,이층집,2018,자료실
나무의 모험,맥스 애덤스 지음; 김희정 옮김,웅진지식하우스:웅진씽크빅,2019,자료실
살아야겠다,김탁환 지음,북스피어,2019,자료실
이제야 언니에게,최진영 지음,창비,2019,자료실
날씨가 좋으면 찾아가겠어요,이도우 지음,시공사,2019(29쇄),자료실
네 이웃의 식탁,구병모 지음,민음사,2018,자료실
서울 사는 외계인들,이상권 지음,자음과모음,2018,자료실
사랑의 생애,이승우 지음,위즈덤하우스,2019(10쇄),자료실
너는 너로 살고 있니,김숨 지음; 임수진 그림,마음산책,2019(4쇄),자료실
마르타의 일,박서련 지음,한겨레출판,2019,자료실
풀이 눕는다,김사과 지음,문학동네,2017,자료실
줄리아나 도쿄,한정현 지음,스위밍꿀,2019,자료실
서평 쓰는 법,이원석 지음,유유,2019(7쇄),자료실
완벽에 대한 반론,마이클 샌델 지음; 이수경 옮김; 김선욱 감수,와이즈베리:미래엔,2019(7쇄),자료실
아침에는 죽음을 생각하는 것이 좋다,김영민 지음,어크로스,2018,자료실
시로 읽는 주역,김재형 글,내일을여는책,2018(3쇄),자료실
지극히 사적인 초능력,장강명 지음,아작,2019,자료실
작은마음동호회,윤이형 지음,문학동네,2019,자료실
미학 수업,문광훈 지음,흐름출판,2019,자료실
나는 정신병에 걸린 뇌 과학자입니다,"바버라 립스카,일레인 맥아들 공지음; 정지인 옮김",심심:푸른숲,2019,자료실
나는 아무개지만 그렇다고 아무나는 아니다,김한승 지음,추수밭:청림출판,2019,자료실
물 만난 물고기,이찬혁 지음,수카:다산북스,2019,자료실
윌리엄 시디스의 완벽한 삶,모르텐 브라스크 지음; 김인순 옮김,문학수첩,2019,자료실
공간의 심리학,바바라 페어팔 지음; 서유리 옮김,동양북스,2017,자료실
21세기를 위한 21가지 제언,유발 하라리 지음; 전병근 옮김,김영사,2018,자료실
철학으로 현대음악 읽기,박영욱 지음,바다출판사,2018,자료실
똑같은 빨강은 없다,김경서 지음,창비,2018,자료실
인턴 노트,박성우 지음,에이티피컬,2017(3쇄),자료실
골드피쉬 보이,리사 톰슨 지음; 양윤선 옮김,블랙홀,2019(7쇄),자료실
어떻게 살아야 할지 막막한 너에게,우쥔 지음; 이지수 옮김,해와달:오월구일,2019,자료실
수학자의 낙원,드니 게즈 지음; 이세진 옮김; 정경훈 수학해설,해나무:북하우스 퍼블리셔스,2011,자료실
태고의 시간들,올가 토카르추크 지음; 최성은 옮김,은행나무,2019,자료실
피에트라 강가에서 나는 울었네,파울로 코엘료 지음; 이수은 옮김,문학동네,2019(35쇄),자료실
책들의 유령,"크리스토프 보르트베르크, 만프레트 타이젠 공지음; 이광일 옮김",느림보,2011(3쇄),자료실
280일,전혜진 지음,구픽,2019,자료실
너무 한낮의 연애,김금희 지음,문학동네,2019(18쇄),자료실
로컬의 미래,헬레나 노르베리 호지 글; 최요한 옮김,남해의봄날,2018,자료실
로쟈의 세계문학 다시 읽기,이현우 지음,오월의봄,2015(4쇄),자료실
쾌락독서,문유석 지음,문학동네,2018,자료실
조선의 밥상머리 교육,김미라 지음,보아스,2019,자료실
이기주의의 배신,데이비드 호우 지음; 이진경 옮김,지식의숲:넥서스,2017,자료실
체리토마토파이,베로니크 드 뷔르 지음; 이세진 옮김,청미출판사,2019,자료실
인권 수업,이은진 지음,지식프레임,2018,자료실
우리가 글을 몰랐지 인생을 몰랐나,"권정자, 김덕례, 김명남 외 지음",남해의봄날,2019,자료실
밀크맨,애나 번스 지음; 홍한별 옮김,창비,2019,자료실
역사의 정치학,하워드 진 지음; 김한영 옮김,마인드큐브,2018,자료실
"정말 미안하지만, 나는 아무렇지도 않았다. 5",김동식 지음,요다,2018,자료실
양심 고백. 4,김동식 지음,요다,2018,자료실
시대의 소음,줄리언 반스 지음; 송은주 옮김,다산책방:다산북스,2018(7쇄),자료실
(설민석의)삼국지. 2,설민석 지음,세계사,2019,자료실
(설민석의)삼국지. 1,설민석 지음,세계사,2019,자료실
환생 블루스,마이클 푸어 지음; 전행선 옮김,알에이치코리아,2019,자료실
아무도 기억하지 않는,루타 서페티스 글; 안진희 옮김,노란상상,2018,자료실
별을 헤아리며,로이스 로리 지음; 서남희 옮김; 조혜원 그림,양철북출판사,2019(15쇄),자료실
검은 개,이언 매큐언 지음; 권상미 옮김,문학동네,2019,자료실
역사 콘서트. 2,황광우 지음,생각정원,2016,자료실
역사 콘서트. 1,황광우 지음,생각정원,2016,자료실
지금 봐야 할 우리 고대사 삼국유사전,하도겸 지음,시간여행,2019,자료실
나의 문화유산 답사기 중국편. 2: 막고굴과 실크로드의 관문-오아시스 도시의 숙명,유홍준 지음,창비,2019,자료실
나의 문화유산 답사기 중국편. 1: 돈황과 하서주랑-명사산 명불허전,유홍준 지음,창비,2019,자료실
나는 여성이고 독립운동가입니다,심옥주 지음; 장경혜 그림,우리학교,2019,자료실
차라리 재미라도 없든가,남궁인 지음,난다,2017,자료실
우리가 함께 장마를 볼 수도 있겠습니다,박준 지음,문학과지성사,2018,자료실
반전이 있는 베트남사,권재원 지음,다른,2019,자료실
숨,테드 창 지음; 김상훈 옮김,엘리:북하우스 퍼블리셔스,2019,자료실
혈통과 민족으로 보는 세계사,우야마다쿠에이 지음; 전경아 옮김,센시오,2019,자료실
(세계사를 바꾼)12가지 신소재,사토겐타로 지음; 송은애 옮김,북라이프:비즈니스북,2019,자료실
재밌다고들 하지만 나는 두 번 다시 하지 않을 일,데이비드 포스터 월리스 지음; 김명남 엮고옮김,바다출판사,2018,자료실
우리말 지혜,조현용 지음,마리북스,2018,자료실
아흔일곱 번의 봄 여름 가을 겨울,이옥남 지음,양철북출판사,2019(6쇄),자료실
"바람 좋은 날, 경복궁",박강리 지음,해나무:북하우스퍼블리셔스,2018,자료실
미술관에서 만난 전쟁사,이현우 지음,어바웃어북,2019(3쇄),자료실
서울 택리지,노주석 지음,소담출판사:태일소담,2015,자료실
왜 세계의 가난은 사라지지 않는가,장 지글러 지음; 양영란 옮김,시공사,2019,자료실
세계불평등보고서 2018,파쿤도 알바레도 등엮음; 장경덕 옮김,글항아리,2018,자료실
긴 이별을 위한 짧은 편지,페터 한트케 지음; 안장혁 옮김,문학동네,2019(9쇄),자료실
어른이 되면,"장혜영 글; 장혜정, 라팜팜파 공그림",Woodstock,2019(4쇄),자료실
"노동, 우리는 정말 알고 있을까?",노현웅 외 지음; 이재임 그림,철수와영희,2019,자료실
마음을 비우면 얻어지는 것들,김상운 지음,북이십일 21세기북스:북이십일,2019(26쇄),자료실
몰입. 2: 두 번째 이야기,"황농문 지음; 이희준, 나준희 공일러스트",알에이치코리아,2019(31쇄),자료실
생각이 바뀌는 순간,캐서린 A. 샌더슨 지음; 최은아 옮김,한국경제신문:한경 BP,2019,자료실
그을린 예술,심보선 지음,민음사,2019(5쇄),자료실
나는 나무에게 인생을 배웠다,우종영 지음; 한성수 엮음,메이븐,2019,자료실
빈곤의 연대기,"박선미, 김희순 공지음",갈라파고스,2019(8쇄),자료실
읽다,김영하 지음,문학동네,2019,자료실
인어가 잠든 집,히가시노게이고 지음; 김난주 옮김,재인,2019,자료실
농부의 어떤 날,민승지 지음,노란상상,2018,자료실
인간의 정의는 어떻게 탄생했는가,"필립 샌즈 지음; 정철승, 황문주 공옮김",더봄,2019,자료실
전주편애,"신귀백, 김경미 공지음",채륜서,2017,자료실
그는 가고 나는 남아서,"김원석, 남궁인, 오흥권 외 지음",청년의사,2018,자료실
들어라 전라북도 산천은 노래다,강인한 외 149명 지음,도서출판 바람꽃:전라북도문화관광재단,2019,자료실
천년의 질문. 3,조정래 지음,해냄출판사,2019,자료실
천년의 질문. 2,조정래 지음,해냄출판사,2019,자료실
천년의 질문. 1,조정래 지음,해냄출판사,2019,자료실
고전 결박을 풀다. 3,강신장 지음,모네상스,2018,자료실
고전 결박을 풀다. 1,강신장 엮고씀,모네상스,2017,자료실
혼자가 혼자에게,이병률 지음,달 출판사:문학동네,2019,자료실
핵을 들고 도망친 101세 노인,요나스 요나손 지음; 임호경 옮김,열린책들,2019,자료실
여행의 이유,김영하 지음,문학동네,2019,자료실
죽음. 2,베르나르 베르베르 지음; 전미연 옮김,열린책들,2019,자료실
죽음. 1,베르나르 베르베르 지음; 전미연 옮김,열린책들,2019,자료실
검사내전,김웅 지음,부키,2019(38쇄),자료실
이강백 희곡전집. 8,이강백 지음,평민사,2015,자료실
이강백 희곡전집. 7,이강백 지음,평민사,2017(3쇄),자료실
이강백 희곡전집. 4,이강백 지음,평민사,2019,자료실
이강백 희곡전집. 3,이강백 지음,평민사,2017,자료실
오직 토끼하고만 나눈 나의 열네 살 이야기,안나 회글룬드 지음; 이유진 옮김,우리학교,2019,자료실
10대에게 권하는 공학,한화택 지음,글담출판,2019,자료실
"차가운 의학, 따뜻한 의사",로렌스 A. 사벳 지음; 박재영 옮김,청년의사,2019(7쇄),자료실
우리 병원 대화는 건강한가?,멜라니 시어스 지음; 이광자 옮김,한국NVC센터,2016(2쇄),자료실
무엇이 인간인가,오종우 지음,어크로스,2016,자료실
여행이 아니면 알 수 없는 것들,손미나 지음,씨네21북스:한겨레출판사,2019(6쇄),자료실
(누가 뭐라고 해도)내가 가는 길이 꽃길이다,손미나 지음,한빛비즈,2019,자료실
(난생 처음 한번 공부하는)미술 이야기. 5: 이탈리아 르네상스 문명과 미술,양정무 지음; 김지희 지도·일러스트레이션,사회평론,2019(7쇄),자료실
(난생 처음 한번 공부하는)미술 이야기. 4: 중세 문명과 예술,"양정무 지음; 조고은, 함지은 같이 일러스트",사회평론,2019(13쇄),자료실
(난생 처음 한번 공부하는)미술 이야기. 3: 초기 기독교 문명과 미술,"양정무 지음; 조고은, 함지은 같이 일러스트",사회평론,2019(13쇄),자료실
(난생 처음 한번 공부하는)미술 이야기. 2: 그리스·로마 문명과 미술,"양정무 지음; 조고은, 함지은 같이 일러스트",사회평론,2019(30쇄),자료실
"(난생 처음 한번 공부하는)미술 이야기. 1: 원시, 이집트, 메소포타미아 문명과 미술","양정무 지음; 조고은, 함지은 같이 일러스트",사회평론,2019(39쇄),자료실
(알기쉬운)의학통계,"Michael Harris, Jacquelyn Taylor 공지음; 이흥만, 안형진, 김낙현, 신재민 공옮김",세종의학,2017,자료실
(이종필의 아주 특별한)상대성이론 강의,이종필 지음,동아시아,2018(9쇄),자료실
수학으로 보는 우주. 132,"일본뉴턴프레스 [편집]; 강금희, 이세영 공번역",아이뉴턴,2019,자료실
(그림으로 물리의 원리를 배운다)중고등학교 물리. 129,"일본뉴턴프레스 [편집]; 강금희, 이세영 공번역",아이뉴턴,2019,자료실
원리로 배우는 수학. 125,"일본 뉴턴프레스 [편집]; 강금희, 이세영 공번역",아이뉴턴,2018,자료실
(그림으로 원리를 배운다)중고등학교 화학. 122,"일본 뉴턴프레스 [편집]; 강금희, 이세영 공번역",아이뉴턴,2019,자료실
시간은 흐르지 않는다,카를로 로벨리 지음; 이중원 옮김,쌤앤파커스,2019,자료실
늑대의 지혜,엘리 H. 라딩어 지음; 전은경 옮김,생각의힘,2018,자료실
떨림과 울림,김상욱 지음,동아시아,2018,자료실
에이트,이지성 지음,차이정원,2019,자료실
천천히 재생,정석 지음,메디치미디어,2019,자료실
유럽도시기행. 1: Athenae·Roma·Istanbul·Paris,유시민 지음; 한경혜 사진,생각의길:아름다운사람들,2019,자료실
(선생님과 함께하는)국토 체험 1박 2일,이두현 지음,푸른길,2016(2쇄),자료실
반일 종족주의,이영훈 외 지음,미래사,2019,자료실
도시의 발견,정석 지음,메디치,2019(8쇄),자료실
찻잔 속 물리학,헬렌 체르스키 지음; 하인해 옮김,북라이프,2018,자료실
지구의 절반,에드워드 윌슨 지음; 이한음 옮김,사이언스북스,2017,자료실
전체를 보는 방법,"존 H. 밀러 지음; 정형채, 최화정 공옮김",에이도스,2017,자료실
저도 과학은 어렵습니다만. 2,이정모 지음,바틀비,2019,자료실
(어느 칠레 선생님의)물리학 산책,안드레스 곰베로프 지음; 김유경 옮김; 이기진 감수,생각의길:아름다운사람들,2019,자료실
(아폴로니우스가 들려주는)이차곡선 2 이야기. 56,송정화 지음,자음과 모음,2019(15쇄),자료실
(아폴로니우스가 들려주는)이차곡선 1 이야기. 45,송정화 지음,자음과 모음,2019(19쇄),자료실
시민의 물리학,유상균 지음,플루토,2018,자료실
세상을 바꾼 화학,원정현 지음,리베르스쿨,2019(7쇄),자료실
"새빨간 거짓말, 통계",대럴 허프 지음; 박영훈 옮김,더불어책,2012(12쇄),자료실
별별 생물들의 희한한 사생활,권오길 지음,을유문화사,2017,자료실
늑대가 온다,최현명 지음,양철북출판사,2019,자료실
(교양인을 위한)수학사 강의,이언 스튜어트 지음; 노태복 옮김,반니,2018(4쇄),자료실
괴짜 물리학,렛 얼레인 지음; 정훈직 옮김; 이기진 감수,북라이프,2016,자료실
개와 사람의 행복한 동행을 위한 한 뼘 더 깊은 지식,마크 베코프 지음; 장호연 옮김; 최재천 감수,동녁사이언스,2019,자료실
8일간의 선형대수학,박부성 지음,경문사,2018(4쇄),자료실
세계 시장을 주도할 크로스 테크놀로지 100,닛케이BP사 편저; 이정환 옮김,나무생각,2018,자료실
가난한 사람이 더 합리적이다,"아비지트 배너지, 에스테르 뒤플로 공지음; 이순희 옮김",생각연구소:KPI출판그룹,2017(5쇄),자료실
한젬마의 아트 콜라보 수업,한젬마 지음,비지니스북스,2019,자료실
(클라우스 슈밥의)제4차 산업혁명 더 넥스트(The Next). [2],"클라우스 슈밥 지음; 김민주, 이엽 공옮김",새로운현재:메가스터디,2019(10쇄),자료실
"(간단함, 병맛, 솔직함으로 기업의 흥망성쇠를 좌우하는)90년생이 온다",임홍택 지음,웨일북(whalebooks),2019(147쇄),자료실
운동화 신은 뇌,"존 레이티, 에릭 헤이거먼 공지음; 이상헌 옮김; 김영보 감수",녹색지팡이&프레스:북섬,2018(11쇄),자료실
우리는 어떻게 화학물질에 중독되는가,로랑 슈발리에 지음; 이주영 옮김,흐름출판:넥스트웨이브미디어,2018,자료실
