자료명,저자,출판사,출판년도,소장처
비둘기,파트리크 쥐스킨트[지음];유혜자 [옮김],열린책들,2007,자료실
비프스튜 자살클럽,루이스 페르난두 베리시무 [지음];이은정 [옮김],웅진지식하우스,2007,자료실
비행기 상식 사전,패트릭 스미스 [지음]; 김세중 [옮김],예원,2006,자료실
빈 서판,스티븐 핑커 [지음];김한영 [옮김],사이언스북스,2004,자료실
빙하기,존 그리빈;메리 그리빈 [공지음];김웅서 [옮김],사이언스북스,2006,자료실
변경에서 바라본 근대 ,테사 모리스 스즈키 [지음];임성모 [옮김],산처럼,2006,자료실
백색국가 건사,박진빈 [지음],앨피,2006,자료실
발해고,유득공 [지음];정진헌 [옮김],서해문집,2006,자료실
바이러스 삶과 죽음사이,이재열 [지음],지호,2005,자료실
바우돌리노 . 하,움베르토 에코 지음;이현경 옮김,열린책들,2002,자료실
바우돌리노 . 상,움베르토 에코 [지음];이현경 옮김,열린책들,2002,자료실
내가 본 이라크 전쟁,다카하시 쿠니노리 [지음] ; 정영교 [옮김],지경사,2005,자료실
네트워크 지식국가,하영선[외 지음],을유문화사,2007,자료실
노신평전,임현치 지음;김태성 옮김,실천문학사,2006,자료실
뇌가 나의 마음을 만든다,빌라야누르 라마찬드란 [지음];이충 [옮김],바다출판사,2006,자료실
느림,밀란 쿤데라[지음],민음사,2007,자료실
능소화,조두진 [지음],예담,2006,자료실
다산선생 지식경영법,정민[지음],김영사,2007,자료실
다시 광장에서,송호근 [지음],나남출판,2006,자료실
다윈의 대답. 4: 낳은 정과 기른 정은 다른가,마틴 데일리;마고 윌슨[지음];주일우[옮김],이음,2007,자료실
다윈의 대답. 3: 남자일과 여자일은 따로 있는가,킹즐리 브라운 [지음];강호정 [옮김],이음,2007,자료실
다윈의 대답. 2: 왜 인간은 농부가 되었는가,콜린 텃지 [지음];김상인 [옮김],이음,2007,자료실
다윈의 대답. 1: 변하지 않는 인간의 본성은 있는가,피터 싱어[지음];최정규[옮김],이음,200,자료실
달콤한 나의 도시,정이현[지음],문학과지성사,2006,자료실
도시풍수,최창조[지음],판미동,2007,자료실
"유럽문화 속의 독일인과 유대인,그 비극적 이중주",오한진 [지음],한울림,2006,자료실
뒤마 클럽,아르투로 페레스 레베르테 [지음];정창[옮김],시공사,2007,자료실
(해커스)토플 리스닝 ibt 에디션,데이비드 초[지음],해커스어학연구소,2007,자료실
(해커스) 토플 스피킹 ibt 에디션,데이비드 초 [지음],해커스어학연구소,2007,자료실
(해커스) 토플 라이딩 ibt 에디션,데이비드 초 [지음],해커스어학연구소,2007,자료실
한국의 늪,강병국 [글];최종수 [사진],지성사,2006,자료실
하멜표류기,헨드릭 하멜 [지음] ; 김태진 [옮김],서해문집,2003,자료실
한국의 과학기술 이야기. 2: 삼국시대,이종호;박규태[지음],집사재,2007,자료실
한국의 과학기술 이야기. 1: 원시시대 고조선 시대,이종호;박택규[지음],집사재,2007,자료실
올리버 트위스트,찰스 디킨스[지음];왕은철[옮김];홍정아[그림],푸른숲,2006,자료실
제인 에어,샬럿 브론테[지음];이혜경[옮김];천은실 [그림],푸른숲,2006,자료실
(해커스) 토플 리딩 ibt 에디션,데이비드 초 [지음],해커스어학연구소,2007,자료실
(최경희 교수의)과학아카데미. 3: 환경 여성,최경희 [지음],동녘,2000,자료실
(최경희 교수의)과학아카데미. 2: 화학 생물,최경희 [지음],동녘,2001,자료실
(최경희 교수의)과학아카데미. 1: 지구과학 물리,최경희 [지음],동녘,2000,자료실
과거는 낯선 나라다,데이비드 로웬덜 [지음];김종원;한명숙[옮김],개마고원,2006,자료실
공부의 발견,정순우 [지음],현암사,2007,자료실
고조선은 대륙의 지배자였다,이덕일[외 지음],역사의 아침,2006,자료실
경이로운 생명,팀 플래너리[글],지호,2006,자료실
건축에게 시대를 묻다,민현식[지음],돌베게,2006,자료실
거인들의 어깨 위에 서서,스티븐 호킹 [편저];김동광 [옮김],까치글방,2006,자료실
거문고 줄 꽂아놓고,이승수 [지음],돌베개,2006,자료실
개념어사전,남경태[지음],들녘,2006,자료실
갈릴레오의 손가락,피터 앳킨스[지음];이한음[옮김],이레,2006,자료실
4천만의 국어책,이재성 지음,들녘,2006,자료실
(2007작가가 선정한) 오늘의 소설,박완서 [외],작가,2006,자료실
행복,리즈 호가드 [지음];이경아 [옮김],예담,2006,자료실
"명성황후,제국을 일으키다",한영우[지음],효형출판,2006,자료실
명작에게 길을 묻다,송정림 [지음];유재형 [그림],갤리온,2007,자료실
모차르트. 4: 신이 사랑한 자,크리스티앙 자크[지음];성귀수[옮김],문학동네,2007,자료실
모차르트. 3: 불의 단련,크리스티앙 자크[지음];성귀수[옮김],문학동네,2007,자료실
모차르트. 2: 비밀의 서약,크리스티앙 자크[지음];성귀수[옮김],문학동네,2007,자료실
모차르트. 1: 대마법사,크리스티앙 자크[지음];성귀수 [옮김],문학동네,2007,자료실
미국 문화의 기초,이현송 [지음],한울아카데미,2006,자료실
문밖에 나서니 갈곳이 없구나,최기숙[지음],서해문집,2007,자료실
"물리, 가볍게 뛰어 넘기",최경희 [지음],동녘,1999,자료실
"미국 로스쿨,로펌에 도전하라",손창호 J.D[지음],럭스미디어,2007,자료실
미래,수잔 그린필드[지음];전대호 [옮김],지호,2006,자료실
미래를 심는 사람,피에르 라비;니콜라 윌로[지음];배영란[옮김],조화로운삶,2007,자료실
미술을 철학한다,이광래[지음],미술문화,2007,자료실
허준을 꿈꾸는 아이들,김태균;김주철[지음];신훈[그림],북라인,2003,자료실
헬로 러블리,강서재 [지음],위즈덤하우스,2006,자료실
현대 우주론을 만든 위대한 발견들,찰스 세이프 [지음]; 안인희 [옮김],소소,2005,자료실
호미,박완서 [지음],열림원,2007,자료실
화성에서 온 수학자,브루스 쉐흐터 [지음];박영훈 [옮김],지호,1999,자료실
흑설공주 이야기. 2,바바라 G. 워커 [지음] ; 박혜란 [옮김],뜨인돌,2005,자료실
흑설공주 이야기. 1,바바라 G.워커 [지음];박혜란 [옮김],뜨인돌,2007,자료실
롱테일 경제학,크리스 앤더슨 [지음],랜덤하우스,2006,자료실
렘브란트의 유산,미셸 로스캠 애빙 [지음];김지원 [옮김],청아출판사,2006,자료실
로마인 이야기. 15: 로마세계의 종언,시오노 나나미 [지음];김석희 [옮김],한길사,2007,자료실
로마인 이야기. 14: 그리스도의 승리,시오노 나나미 [지음];김석희 [옮김],한길사,2006,자료실
라디오 데이즈,하재연[지음],문학과지성사,2007,자료실
땅콩으로 세상을 바꾼 위대한 과학자 조지 카버,샘 웰만 [지음];손덕호 [옮김],상상북스,2006,자료실
마인드 세트,존 나이스비트 [지음];안진환;박슬라 [옮김],비즈니스북스,2006,자료실
메타피지컬 클럽,루이스 메넌드[지음];정주연[옮김],민음사,2007,자료실
과학으로 생각한다,이상욱;홍성욱;장대익;이중원[지음],동아시아,2007,자료실
과학의 열쇠,로버트 M. 헤이즌;제임스 트레필 [지음],교양인,2005,자료실
관자,관중[지음];김필수;고대혁;장승구;신창호 [함께 옮김],소나무,2006,자료실
국가의 역할,장하준[지음];이종태;황해선[옮김],부키,2007,자료실
그레이트 비욘드,폴 핼펀 [지음];곽영직[옮김],지호,2007,자료실
그림과 함께 보는 조용헌의 담화(談畵),조용헌[지음],랜덤하우스,2007,자료실
끄르일로프 우화집,이반 끄르일로프 [지음];정막래 [옮김],문학과지성사,2006,자료실
나를 사랑하는 법,엔도 슈사쿠[지음];한은미[옮김],시아출판사,2003,자료실
나만모르는우리말,조경숙;김슬옹;김형배[지음],모멘토,2006,자료실
내가만난 인도인,김도영 [지음],산지니,2006,자료실
내 안의 사막 고비를 건너다,라인홀트 메스너[지음];모명숙[옮김],황금나침반,2006,자료실
천사는 여기 머문다. 31,전경린 외 지음,문학사상사,2006,자료실
철없는 전자와 파란만장한 미토콘드리아 그리고 인류씨이야기,서형[지음],지성사,2006,자료실
철학 예술을 읽다,철학아카데미 [지음],동녁,2006,자료실
철학카페에서 문학읽기,김용규[지음],웅진지식하우스,2007,자료실
(청소년을 위한)서양과학사,손영운,두리미디어,2005,자료실
청소부 밥,토드 홉킨스;레이 힐버트 [지음];신윤경 [옮김],위즈덤하우스,2006,자료실
(최재천의) 인간과 동물,최재천[지음],궁리,2007,자료실
최후의 만찬은 누가 차렸을까,로잘린드 마일스 [지음];신성림 [옮김],동녘,2005,자료실
카불의 책장수,오스네 사이에르스타드 [지음];권민정 [옮김],아름드리미디어,2005,자료실
캐비닛,김언수 [지음],문학동네,2006,자료실
세상을 바꾼 궁전,클라우스 라이홀트 [지음];김현우 [옮김],예담,2006,자료실
"셰르파,히말라야의 전설",조너선 닐 [지음];서영철 [옮김],지호,2006,자료실
손 안의 박물관,이광표[지음],효형출판,2006,자료실
슬롯,신경진[지음],문이당,2007,자료실
습관의 심리학,곽금주[지음],갤리온,2007,자료실
시티즌 빈스,제스 월터 [지음];이선혜 [옮김],영림카디널,2007,자료실
식탁 위의 비타민 미네랄 사전,최현석 [지음],지성사,2007,자료실
신데렐라가 된 하녀,바비 할더[지음];강성희[옮김],문이당,2006,자료실
신비의 섬. 3,쥘 베른[지음];김석희[옮김],열림원,2006,자료실
신비의 섬. 2,쥘 베른 [지음];김석희[옮김],열림원,2006,자료실
신비의 섬. 1,쥘 베른[지음];김석희[옮김],열림원,2006,자료실
사막이 부른다,마이클 메어스[지음];스티브 제이 굴드[서문];정주연 [옮김,해나무,2007,자료실
삶은 문제해결의 연속이다,칼 포퍼[지음];허형은[옮김],부글북스,2006,자료실
산에 올라 세상을 읽다,김선미 [지음],영림카디널,2006,자료실
삼인 삼색 미학 오디세이. 3: 포스트모더니즘 미와 예술의 세계,진중권 [원작]; 김태권 [글; 그림],휴머니스트,2006,자료실
삼인 삼색 미학 오디세이. 2: 모더니즘 미와 예술의 세계,진중권 [원작]; 이우일 [글; 그림],휴머니스트,2006,자료실
삼인 삼색 미학 오디세이. 1: 원시~근대 미와 예술의 세계,진중권 [원작]; 현태준 [글; 그림],휴머니스트,2006,자료실
(미래산업을 주도하는)세계 자동차 전쟁,마에마 다카노리[지음];박일근 [옮김],시아출판사,2006,자료실
세계를 바꾼 가장 위대한 101가지 발명품,한스 요하힘 브라운 [지음];김현정[옮김],플래닛미디어,2006,자료실
세계를 바꾼 연설과 선언,이종훈 [엮어 옮김];김희남 [그림],서해문집,2006,자료실
세계의 테크노폴,마뉴엘 카스텔;피터 홀 [지음];강현수[옮김],한울아카데미,2006,자료실
세상에서 가장 든든한 힘 아버지,왕쉬에량;유천석 [외지음];이영아[옮김],북클릭,2006,자료실
세상에서 가장 아름다운 실험 열 가지,로버트 P. 크리즈 [지음];김명남 [옮김],지호,2006,자료실
낭만 동화집. 2,요한 볼프강 폰 괴테 [외지음],이룸,2006,자료실
낭만 동화집 . 1,요한 볼프강 폰 괴테 [외지음];차경아 [외 옮김],이룸,2006,자료실
"선조,조선의 난세를 넘다",이한우[지음],해냄,2007,자료실
"10대,꿈에도 전략이 필요하다",황성주[글],예가람,2006,자료실
나는 대한민국 외과의사다,민병철 [지음],새론북스,2006,자료실
"말이 먼저,음악이 먼저",정준호 [지음];,삼우반,2006,자료실
아마존은 옷을 입지 않는다,정승희[글 사진],사군자,2006,자료실
우리 시대의 궁궐 청와대,백승렬[글사진],디오네,2006,자료실
인디아 코드 22,김봉훈[지음],해냄,2006,자료실
눈과 피의 나라 러시아 미술,이주헌[지음],학고재,2006,자료실
우울과 몽상,에드가 엘런 포우[지음];홍성영[옮김],하늘연못,2002,자료실
인간,로버트 윈스턴 [책임편집;김동광[옮김],사이언스 북스,2006,자료실
(원종원의) 올 댓 뮤지컬,원종원,동아시아,2006,자료실
이효석 단편전집 . 2,이효석[지음];김종년[엮음],가람기획,2006,자료실
이효석 단편전집. 1,이효석 [지음];김종년[엮음],가람기획,2006,자료실
인간사색,강준만 [지음],개마고원,2006,자료실
인간에 관한 가장 아름다운 이야기,"A. 랑가네, J. 클로트, J. 길래느, D. 시모네 지음 ; 박단 옮김",부키,2007,자료실
웰컴 투 정글,마거릿 D.로우먼[지음];유인선 [옮김],갤리온,2006,자료실
(의학의 문을 연)갈레노스,진 벤딕[글];전찬수[옮김],실천문학사,2006,자료실
(이광수 단편선)소녀의 비애,이광수 [지음],문학과지성사,2006,자료실
(이기영 단편선)민촌,이기영[지음];조남현[편집],문학과 지성사,2006,자료실
이스라엘-팔레스타인 분쟁의 이미지와 현실,노먼 핀켈슈타인 [지음]; 김병화 [옮김],돌베개,2004,자료실
이어령의 삼국유사 이야기,이어령[지음],서정시학,2006,자료실
에덴의 용,칼 세이건 [지음];임지원 [옮김],사이언스 북스,2006,자료실
어머니는 죽지 않는다,최인호 [지음];구본창 [사진],여백미디어,2004,자료실
아버지의 지혜,팀 루서트[지음];이경식[옮김],문학수첩,2006,자료실
안정효의글쓰기만보,안정효[글],모멘토,2006,자료실
안톤,엘리자베스 쵤러[옮김];유혜자[옮김],대교출판,2006,자료실
씁쓸한 초콜릿,미리암 프레슬러[지음];정지현[옮김],낭기열라,2006,자료실
아름다운 응급실,조너선 캐플런[지음];홍은미[옮김],서해문집,2006,자료실
아버지의 러브레터,배리 아담스[지음];편집부[옮김],ncd,2006,자료실
십자군 이야기. 2: 돌아온 악몽,김태권 지음,길찾기,2005,자료실
십자군이야기. 1: 충격과 공포,김태권 [지음],길찾기,2004,자료실
"(독일인 겐테가 본)신선한 나라 조선,1901",지그프리트 겐테[지음];권영경[옮김],책과함께,2007,자료실
신영복 함께 읽기,강준만 [외씀],돌베개,2006,자료실
일본어 회화 사전,손봉균 [편],예가,2000,자료실
데미안/크눌프/로스할데,헤르만 헤세 [지음] ; 홍경호 [옮김],범우사,1995,자료실
슬픔이 기쁨에게,정호승 [지음],창작과비평사,1998,자료실
(학술 논문집) 5.18민중항쟁과 정치 역사 사회. 1: 5.18민중항쟁의 의의,이홍길[펴냄];5.18기념재단[엮음],심미안,2007,자료실
(꼭 읽어야 할)소설 119 해설사전,김혜니;김은자;송선령[지음];,타임기획,2007,자료실
(청소년을 위한 이공계 진로 안내서)이공계로 날고 싶어요,과학동아[지음];한국과학문화재단[기획],동아사이언스,2007,자료실
사기열전,사마천 [지음];호승희 [편역],타임기획,2005,자료실
묵자,묵자[지음];안외순[역해],타임기획,2006,자료실
"순자, 한비자",순자;한비자[지음],타임기획,2006,자료실
장자,장자[지음]; 호승희 [역해],타임기획,2005,자료실
난중일기,이순신 [지음];권순형[편저],타임기획,2006,자료실
조선왕조실록,김택영 [지음];권순형[편저],타임기획,2006,자료실
고려사 열전,권순형[편역],타임기획,2006,자료실
삼국사기,김부식 [지음];권순형[편저],타임기획,2006,자료실
논술다이제스트. 3: 서양편,조현수 [외 편저],타임기획,2006,자료실
논술다이제스트. 2: 동양편,안외순[외편저],타임기획,2006,자료실
논술다이제스트.  1: 한국편,김혜니 [외편저],타임기획,2006,자료실
거미,송수경 [지음],빨간우체통,2007,자료실
"고마워요,소울메이트",조진국 [지음],해냄,2007,자료실
견습의사,테스 게리첸[지음];박아람[옮김],랜덤하우스,2007,자료실
마르크스 선집,카를 마르크스;프리드리히 엥겔스[지음];조현수[역해],타임기획,2006,자료실
통치론,존 로크[지음];조현수[편저],타임기획,2006,자료실
한국인의 성공 DNA,백석기 [지음],매일경제신문사,2007,자료실
초고속 인터넷,이상훈 [지음],지성사,2007,자료실
세계의 우수 연구기관,이공래 [외 지음],생각의 나무,2007,자료실
가로세로 세계사. 3: 중동: 화려한 이슬람세계를 찾아서 ,이원복 [글 그림],김영사,2007,자료실
꼭 읽어야 할 고전소설 39선. 3: 남염부주지 외,김시습 [외지음];김혜니[외편저],타임기획,2004,자료실
꼭 읽어야 할 고전소설 39선. 2: 예덕선생전 외,박지원 [외지음];김혜니 [외 편저],타임기획,2004,자료실
꼭 읽어야 할 고전소설 39선. 1: 만복사저포기 외,김시습 [외지음];김혜니 [외편저],타임기획,2004,자료실
꼭 읽어야 할 시 369. 4: 1960~1990년대 시,강은교 [외지음];김혜니[편저],타임기획,2004,자료실
꼭 읽어야 할 시 369. 3: 개화기~1950년대 시,김억 [외지음];김혜니[편저],타임기획,2004,자료실
꼭 읽어야 할 시 369. 2: 1960~1990년대 시,강은교 [외 지음];김혜니[등]편저,타임기획,2004,자료실
꼭 읽어야 할 시 369. 1: 개화기~1950년대 시,최남선[ 외 지음];김혜니[등]편저,타임기획,2004,자료실
상록수,심훈 [지음];오세영[편저],타임기획,2000,자료실
태평천하,채만식,타임기획,2000,자료실
삼대,염상섭 [지음];오세영 [편저],타임기획,1999,자료실
돈키호테,세르반테스,타임기획,2002,자료실
로미오와줄리엣/베니스의상인,윌리엄 셰익스피어,타임기획,2002,자료실
리어왕 / 맥베스,윌리엄 셰익스피어 지음;김혜니 편저,타임기획,2002,자료실
햄릿 / 오셀로,윌리엄 셰익스피어 지음;김혜니 편저,타임기획,2002,자료실
켄터베리 이야기,제프리 초오서[저],타임기획,2000,자료실
실락원,J. 밀턴[저],타임기획,2000,자료실
신곡,단테[저],타임기획,1999,자료실
이솝우화,이솝[저],타임기획,1999,자료실
에우리피데스 그리스비극,에우리피데스[저],타임기획,1999,자료실
소포클레스 그리스비극,소포클레스[저],타임기획,1999,자료실
아이스킬로스 그리스 비극,아이스킬로스 지음;김혜니 편저,타임기획,2000,자료실
오디세이아,호메로스 [지음],타임기획,1999,자료실
일리아드,호메로스[저],타임기획,1999,자료실
그리스로마신화,토머스 불핀치[저],타임기획,1999,자료실
꼭 읽어야 할 고전소설 27선,이병렬 [엮음],타임기획,1993,자료실
천사와 악마. 1,댄 브라운 [지음] ; 양선아 [옮김],베텔스만,2004,자료실
(정통)한국단편 99선. 6,김기웅 ; 김병학 [엮음],타임기획,1997,자료실
(정통)한국단편 99선. 5,김기웅 ; 김병학 [엮음],타임기획,1996,자료실
(정통)한국단편 99선. 4,김기웅 ; 김병학 [엮음],타임기획,1994,자료실
(정통)한국단편 99선. 3,김기웅 ; 김병학 [엮음],타임기획,1994,자료실
꼭 읽어야 할 소설 119. 10: 원미동 시인,양귀자[외지음];김혜니[공편역],타임기획,2004,자료실
꼭 읽어야 할 소설 119. 09: 젊은날의 초상,이문열[외지음];김혜니[공편역],타임기획,2004,자료실
꼭 읽어야 할 소설 119. 08: 어둠의 혼 외,김원일 [외지음];김혜니[공편역],타임기획,2004,자료실
꼭 읽어야 할 소설 119. 07: 나목 외,박완서 [외지음];김혜니[공편역],타임기획,2004,자료실
꼭 읽어야 할 소설 119. 06: 환상 수첩 외,김승옥[외지음];김혜니[공편역],타임기획,2004,자료실
꼭 읽어야 할 소설 119. 05: 불꽃 외,선우휘[외지음];김혜니[공편역],타임기획,2004,자료실
꼭 읽어야 할 소설 119. 04: 임꺽정 외,홍명희[외 지음]김혜니[공편역],타임기획,2004,자료실
꼭 읽어야 할 소설 119. 03: 날개 외,이상 [공지음];김혜니[공편역],타임기획,2004,자료실
꼭 읽어야 할 소설 119. 02: 만세전,염상섭 [외지음];김혜니[공편역],타임기획,2004,자료실
꼭 읽어야 할 소설 119. 01: 혈의누,이인직 [외지음]; 김혜니 [공편저],타임기획,2004,자료실
통합논술잡고 대학 가기 경제편,오종래 [지음],내신플러스,200x,자료실
통합논술 잡고 대학 가기 과학편,오종래 [지음],내신플러스,200x,자료실
통합논술잡고 대학가기 사회편,오종래 [지음],내신 플러스,200x,자료실
수리논술 독해비법 ,오종래 [지음],내신플러스,200x,자료실
통합논술잡고 대학가기 new,오종래 [지음],내신플러스,200x,자료실
(한국)민속문화대사전 (하권). 2: 하권,김용덕[저],창솔,2004,자료실
동물도 지능이 있을까?,도미니크 레스텔 [지음];김성의 [옮김],민음 IN,2006,자료실
수란 무엇인가?,브누아 리토 [지음];정은비 [옮김],민음IN,2006,자료실
새는 왜 날개를 가지고 있을까?,안느 테세드르 [지음]; 정은비 [옮김],민음 IN,2006,자료실
액체도 모양이 있을까?,다비드 케레 [지음];이수지 [옮김],민음 IN,2006,자료실
포유류는 왜 알을 낳지 않을까?,프랑수아 무투 지음;김희경 옮김,민음IN,2006,자료실
사랑할 때 우리는 동물이 되는가?,미셸 세르 지음;이수지 옮김,민음IN,2006,자료실
"온실 효과, 어떻게 막을까?",로제 게느리 지음;이수지 옮김,민음IN,2006,자료실
시간 여행이 정말로 가능할까?,가브리엘 샤르댕 지음;김성희 옮김,민음in(황금가지),2006,자료실
생명체가 살고 있는 또 다른 행성이 있을까?,파스칼 보르데 [지음];곽영직 [감수],민음in,2006,자료실
방사능은 정말로 위험할까?,장마르크 카브동 지음;정은비 옮김,민음in(황금가지),2006,자료실
지구는 왜 돌까?,에마뉘엘 디 폴코 지음;김성희 옮김,민음in(황금가지),2006,자료실
우리의 먹을거리는 안전한가?,피에르 페이에 지음;김희경 옮김,민음in(황금가지),2006,자료실
시간은 존재하는가?,에티엔 클렝 지음;이수지 옮김,민음in(황금가지),2006,자료실
물 부족 시대가 정말로 올까?,바즈켄 앙드레아시앙;장 마르가 [공]지음,민음in(황금가지),2006,자료실
블랙홀이란 무엇인가?,파스칼 보르데 지음;김성희 옮김,민음in(황금가지),2006,자료실
우리는 어떻게 소리를 들을까?,제랄드 팽 [지음];김성희 [옮김],민음 in,2006,자료실
안락사를 합법화해야 할까?,미셸 오트쿠베르튀르 [지음];김현철 [감수];김성희 [옮김],민음 in,2006,자료실
그 숲에 당신이 왔습니다,김용택,태동,2001,자료실
현대 일반 화학. 1,oxtoby ;gillis;nachtrieb[지음],자유아카데미,2003,자료실
아리랑 . 9: 제 3부 어둠의 산하,조정래 지음,해냄,1995,자료실
아리랑 . 8: 제 3부 어둠의 산하,조정래 지음,해냄,1994,자료실
아리랑. 7: 제 3부 어둠의 산하,조정래 지음,해냄,1994,자료실
아리랑. 3: 제 1부 아 한반도,조정래 지음,해냄,1994,자료실
"아리랑. 1: 제1부 아,한반도",조정래[저],해냄,1995,자료실
우울증을 어떻게 이길까?,크리스티앙 스파돈 [지음];김정욱 [감수];김성희 [옮김],민음 in,2006,자료실
냄새란 무엇인가?,피에르 라즐로 [지음]; 김성희 [옮김],민음in,2006,자료실
생체시계란 무엇인가?,알랭 랭베르 [지음]; 곽은숙 [옮김],민음in,2006,자료실
음악은 과학인가?,알랭 쉴;장뤽 슈와르츠 [공]지음,민음in,2006,자료실
빛의 속도는 어떻게 잴까?,장루이 보뱅 지음;김희경 옮김,민음in,2006,자료실
수학을 즐길 수는 없을까?,브누아 리토 지음;곽은숙 옮김,민음in,2006,자료실
완벽한 다이어트가 있을까?,미셸 오트쿠베르튀르 지음;김희경 옮김,민음in,2006,자료실
암을 정복할 수 있을까?,로렝 드고 지음;김성희 옮김,민음in,2006,자료실
매머드를부활시킬수있을까?,파스칼 타시[지음];이항[감수],민음in,2006,자료실
과학이발전하면더행복해질까?,에티엔클렝[지음];김기윤[감수],민음in,2006,자료실
원숭이는인간의형제인가?,파스칼 피크[지음]민미숙[감수],민음in,2006,자료실
재생에너지란 무엇인가?,폴 마티스 지음;이수지 옮김,민음in(황금가지),2006,자료실
"남자와 여자, 정말 평등할 수 있을까?",루시엥 샤비 지음;윤소영 옮김,민음in(황금가지),2006,자료실
난장이가 쏘아올린 작은공,조세희,이성과 힘,2000,자료실
미래 과학의 세계로 떠나보자. 2,이인식 [원작];이정욱 [만화],애니북스,2006,자료실
세상을 바꾼 100가지 공학기술 how. 1: 발명과 기술이 세상을 어떻게 바꿨을까?,김영훈 [글 그림],한겨레아이들,2006,자료실
(2006년 개정판) 교육법전 부록,교육법전편찬회 [편],교학사,2006,자료실
(2006년 개정판) 교육법전,교육법전편찬회 [편],교학사,2006,자료실
"(2005년 개정판) 교육법전 부록. 부록 : 훈령 예규 기타 ,교육시설관련 법령(발췌)",교육법전편찬회 [편],교학사,2005,자료실
(2005년 개정판) 교육법전,교육법전편찬회 [편],교학사,2005,자료실
단 하루만 더,미치 앨봄 [지음],세종서적,2007,자료실
"사마천, 애덤 스미스의 뺨을 치다",오귀환 지음,한겨레 신문사,2005,자료실
민비암살,"쓰노다,후사코[지음];김영규[역]",신조문고,0,자료실
나의 고전읽기,공지영 [외 등저],북섬,2006,자료실
사회과학 글쓰기,정병기,서울대학교출판부,2005,자료실
고독한 자유,무라카미하루키,백암,1994,자료실
폭로 상. 1,마이클 크라이튼 ; 오호근 [옮김],영림카디널,1994,자료실
코란을 아십니까,아토다 다카시 지음;김소연 옮김,현실과과학,2004,자료실
삶과 문화를 담은 도자기,해강도자미술관,해강도자미술관,2006,자료실
고려도자로의 초대,해강도자미술관,해강도자미술관,2004,자료실
참을 수 없이 무거운 철학 가볍게 하기. 2: 중심은 유지되는가,도널드 팔머 지음;이용대 옮김,현실과 과학,2005,자료실
참을 수 없이 무거운 철학 가볍게 하기. 1: 철학 들여다 보기,도널드 팔머 지음;남경태 옮김,현실과 과학,2005,자료실
철학을 의심하라,마틴 코헨 지음;최수민 옮김,현실과 과학,2002,자료실
철학 오디세이. 2,미하엘 비트쉬어,현실과 과학,2006,자료실
"니체, 인생을 말하다",뤼디거 사프란스키 엮음;정미라 옮김,현실과과학,2004,자료실
모모,미하엘 엔데 [지음] ; 한미희 [옮김],비룡소,2004,자료실
"손학규와 찍새,딱새들",손학규 [지음],새로운 사람들,2006,자료실
(공상이상)직업의 세계,김봉석 지음,한겨레출판,2006,자료실
앰 아이 블루,메리언 데인 바우어 저;조응주 역,낭기열라,2005,자료실
완전변태 한국지리 그림교과서,조성호;김재기;허진;송아람,플러스 예감,2006,자료실
중국사 대장정. 3: 당나라부터 중화인민공화국 수립까지,"변영우 [글,그림]",궁리,2006,자료실
중국사 대장정2. 2: 진나라부터 수나라까지,변영우,궁리,2006,자료실
중국사 대장정. 1: 중국의 기원부터 춘추전국시대까지,변영우,궁리,2006,자료실
"이우일,카리브 해에 누워 데낄라를 마시다",이우일 [글 그림 사진],예담,2006,자료실
최고의 고전번역을 찾아서,교수신문 [엮음],생각의 나무,2006,자료실
일본의 무사도,니토베 이나조 지음;양경미;권만규 옮김,생각의 나무,2006,자료실
호랑이,스티븐 밀스 지음;이상임 옮김,사이언스 북스,2006,자료실
해리포터 철학교실,톰 모리스 [외 지음];강주헌 [옮김],재인,2006,자료실
유통지리학,한주성 지음,한울아카데미,2003,자료실
항해의 역사,베른하르트 카이 지음;박계수 옮김,대한교과서,2006,자료실
(현장비평가가 뽑은 올해의) 2005 좋은 소설,김윤식 [외 편],현대문학,2005,자료실
"행복한 사람, 타샤 튜더",타샤 튜더 지음;리처드 브라운 찍음,윌북,2006,자료실
투자전쟁,바턴 빅스 지음;이경식 옮김,Human & books,2006,자료실
하늘 어딘가에 우리 집을 묻던 날,로버트 뉴턴 펙 지음;이승숙 옮김,사계절,2005,자료실
하일지의 '나'를 찾아서,하일지,민음사,2006,자료실
죽기 전에 가봐야 할 1000곳,패트리샤 슐츠 [지음],이마고,2006,자료실
왜 아무도 NO라고 말하지 않는가?,제리 B. 하비 지음;황상민 해재,크레듀,2006,자료실
(청소년을 위한) 이야기 윤리학,페르난도 사바테르 지음;안성찬 옮김,웅진닷컴,2005,자료실
의사소통행위이론. 1: 행위합리성과 사회합리화,위르겐 하버마스 지음;장춘익 옮김,나남출판,2006,자료실
의학의 역사,재컬린 더핀 [지음];신좌섭 [옮김],사이언스북스,2006,자료실
우리 속에 있는 남신들,진 시노다 볼린 지음;유승희 옮김,또 하나의 문화,2006,자료실
역사용어바로쓰기,역사비평 ,역사비평사,2005,자료실
피아노 치는 여자,엘프리데 옐리네크 [지음] ; 이병애 [옮김],문학동네,2004,자료실
한국의 정치변동,김영명 지음,을유문화사,2006,자료실
i CEO 스티브 잡스,시릴 피베 지음;유정현 옮김,이콘,2005,자료실
화가의 집을 찾아서,한젬마,샘터,2006,자료실
