No,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,자료상태,소장처,화폐구분,가격,ISBN
10709,단행본,KM00137031,네가 헛되이 보낸 오늘은 어제 죽은이가 그토록 그리던 내일이다,원재훈지음,문학동네,2006,818 원73ㄴ c.2,대출가능,자료실,￦,9500,8954602061
10710,단행본,KM00137029,리진. 2,신경숙 [지음],문학동네,2007,813.6 신14ㄹ v.2,대출가능,자료실,￦,9800,9788954603232
10711,단행본,KM00137028,리진. 1,신경숙 [지음],문학동네,2007,813.6 신14ㄹ v.1,대출가능,자료실,￦,9800,9788954603225
10712,단행본,KM00137027,연금술사,파울로 코엘료 [지음] ; 최정수 [옮김],문학동네,2004,879.3 코64ㅇ최 c.2,대출가능,자료실,￦,8000,8982814477
10713,단행본,KM00137023,시골의사의 아름다운 동행. 2,박경철 [지음],웅진씽크빅,2005,818 박14ㅅ v.2 c.2,대출가능,자료실,￦,10000,9788901051635
10714,단행본,KM00137022,시골 의사의 아름다운 동행. 1,박경철 지음,리더스북,2005,818 박14ㅅ v.1 c.2,대출가능,자료실,￦,10000,8901049201
10715,단행본,KM00137021,(20세기) 한국소설. 50: 배수아 김연수 외,창비편집부 [편];배수아;김연수 [외],창비,2006,810.9 창48ㅎ v.50,대출가능,자료실,￦,8000,8936462601
10716,단행본,KM00137020,"(20세기) 한국소설. 47: 공선옥, 김소진 외",창비편집부 [엮음];최원식[외 공동편집],창비,2006,810.9 창48ㅎ v.47,대출가능,자료실,￦,8000,8936462571
10717,단행본,KM00137019,"(20세기) 한국소설. 46: 방현석, 김한수 외",창비편집부 [엮음];최원식[외 공동편집],창비,2006,810.9 창48ㅎ v.46,대출가능,자료실,￦,8000,8936462563
10718,단행본,KM00137018,"(20세기) 한국소설. 45: 김영현, 공지영 외",창비편집부 [엮음];최원식[외 공동편집],창비,2006,810.9 창48ㅎ v.45,대출가능,자료실,￦,8000,8936462555
10719,단행본,KM00137017,"(20세기) 한국소설. 44: 이혜경, 김인숙 외",창비편집부 [엮음];최원식[외 공동편집],창비,2006,810.9 창48ㅎ v.44,대출가능,자료실,￦,8000,8936462547
10720,단행본,KM00137016,"(20세기) 한국소설. 43: 구효서, 이순원, 윤대녕 외",창비편집부 [엮음];최원식[외 공동편집],창비,2006,810.9 창48ㅎ v.43,대출가능,자료실,￦,8000,8936462539
10721,단행본,KM00137015,"(20세기) 한국소설. 42: 이인성, 장정일 외",창비편집부 [엮음];최원식[외 공동편집],창비,2006,810.9 창48ㅎ v.42,대출가능,자료실,￦,8000,8936462520
10722,단행본,KM00137014,"(20세기) 한국소설. 41: 임철우, 이창동 외",창비편집부 [엮음];최원식[외 공동편집],창비,2006,810.9 창48ㅎ v.41,대출가능,자료실,￦,8000,8936462512
10723,단행본,KM00137013,(20세기) 한국소설. 40: 박영한 최인석 외,창비편집부 [편],창비,2006,810.9 창48ㅎ v.40,대출가능,자료실,￦,8000,8936462504
10724,단행본,KM00137012,(20세기)한국소설 . 39: 김원우 김성동 외,창비편집부 [편],창비,2006,810.9 창48ㅎ v.39 c.2,대출가능,자료실,￦,8000,8936462490
10725,단행본,KM00137011,(20세기)한국소설 . 38: 양귀자 윤정모 강석경 외,창비편집부 [편],청바,2006,810.9 창48ㅎ v.38 c.2,대출가능,자료실,￦,8000,8936462482
10726,단행본,KM00137007,생각의 리더 10인,황호택,동아일보사,2004,199.1 황95ㅅ c.6,대출가능,2층 자료실,￦,11000,8970903682
10727,단행본,KM00137003,톱니바퀴. 하,존 그리샴 [지음] ; 신현철 [옮김],북앳북스,2002,843 그298ㅌ v.2 c.2,대출가능,자료실,￦,8000,8988182561
10728,단행본,KM00137002,톱니바퀴. 상,존 그리샴 [지음] ; 신현철 [옮김],북 앳 북스,2003,843 그298ㅌ v.1 c.2,대출가능,자료실,￦,8000,8988182553
10729,단행본,KM00136999,달과 6펜스,서머셋 모옴 [지음];김정욱 [옮김],소담,1996,843 모65ㄷ,대출가능,자료실,￦,5500,8973810251
10730,단행본,KM00136996,그 남자네 집,박완서,현대문학,2004,813.6 박65ㄱ c.4,대출가능,자료실,￦,9000,8972752940
10731,단행본,KM00136993,내시대의 초상,이윤기,문학과지성사,2003,813.6 이66ㄴ c.3,대출가능,2층 자료실,￦,8000,8932014531
10732,단행본,KM00136992,노래의 날개,이윤기 [지음],민음사,2003,813.6 이66노,대출가능,자료실,￦,8500,8937480328
10733,단행본,KM00136990,나의 문화유산답사기. 1: 남도답사 일번지,유홍준,창작과비평사,2001,816.6 유95ㄴ v.1 c.4,대출가능,자료실,￦,8000,8936470116
10734,단행본,KM00136989,황금항아리,정보 [지음],이투스,2005,373 정45ㅎ,대출가능,자료실,￦,15000,8957352155
10735,단행본,KM00136988,내 인생의 결정적 순간,안철수 [외지음],이미지박스,2007,818 안83ㄴ,대출가능,자료실,￦,10000,9788991684348
10736,단행본,KM00136987,(2006) O.헨리 문학상 수상작품집,에드워드 P. 존스 [외 지음];로라 퍼먼 [편집]; 정연희 [옮김],주한미국대사관 공보과,2006,840 존57ㅇ,대출가능,자료실,￦,0,9788960780101
10737,단행본,KM00136986,(2006) 미국 올해의 가장 좋은 시,킴 애도니지오 [지음];정규환;조영학[옮김];데이비드 르만 [편집];빌리 콜린스 [객원편집],주한미국대사관 공보과,2006,841 애25ㅁ,대출가능,자료실,￦,0,9788960780118
10738,단행본,KM00136985,할렘 르네상스,마크 헬블링 [지음];이경식 [옮김],주한미국대사관 공보과,2006,840 헬47ㅎ,대출가능,자료실,￦,0,9788960780095
10739,단행본,KM00136983,나를 변화시키는 좋은 습관,한창욱,새론북스,2004,199.1 한82ㄴ c.3,대출가능,자료실,￦,8500,8989999243
10740,단행본,KM00136982,중학생 공부 비법,심현석 [지음],새론북스,2005,373.4 심94ㅈ,대출가능,자료실,￦,0,8989999332
10741,단행본,KM00136981,(도기 자기 도자기) 우리 그릇 이야기,이지현 [지음];조승연 [그림],청년사,2005,631.2 이78ㅇ,대출가능,자료실,￦,0,8972787221
10742,단행본,KM00136979,철학은 내 친구,위기철,청년사,1991,104 위18ㅊ c.3,대출가능,자료실,￦,5000,8972782041
10743,단행본,KM00136978,(권인숙 선생님의)양성평등 이야기,권인숙 [지음];유지연 [그림],청년사,2007,337.1 권68ㅇ,대출가능,자료실,￦,12800,9788972782582
10744,단행본,KM00136977,대한민국 영재 프로젝트,성용경;성현우 [글],새론북스,2007,379.29 성65ㄷ,대출가능,자료실,￦,10000,9788991605626
10745,단행본,KM00136975,돈버는 재미가 가득한 7대 오픈 마켓 인터넷 창업,모영일;네모 도리[지음],정보문화사,2007,326.165 모64ㄷ c.3,대출가능,2층 자료실,￦,18000,9788956743783
10746,단행본,KM00136972,도쿄타워,릴리 프랭키 [글]; 양윤옥[옮김],랜덤하우스,2007,833.6 프293ㄷ,대출가능,자료실,￦,0,9788925504728
10747,단행본,KM00136971,내몸 사용설명서,마이클 로이젠 지음;유태우 [옮김],김영사,2007,511.1 로68ㄴ,대출가능,자료실,￦,13000,9788934923695
10748,단행본,KM00136970,수학콘서트,박경미[지음],동아시아,2006,410 박14수 c.2,대출가능,자료실,￦,12000,8988165748
10749,단행본,KM00136969,생명이 있는 것은 다 아름답다,최재천,효형,2005,491.508 최73ㅅ c.2,대출가능,자료실,￦,8500,8986361434
10750,단행본,KM00136967,바보처럼 공부하고 천재처럼 꿈꿔라,신웅진 [지음],명진출판,2007,818 신66ㅂ c.2,대출가능,자료실,￦,10000,9788976772435
10751,단행본,KM00136963,정원일의 즐거움,헤르만 헤세 [지음];두행숙 [옮김],이레,2001,854 헤54ㅈ,대출가능,자료실,￦,12000,8985599607
10752,단행본,KM00136962,조선 지식인의 독서노트,고전연구회 [사암];한정주;엄윤숙 [쓰고 엮음],포럼,2007,029.4 고74ㅈ,대출가능,자료실,￦,9800,9788992409032
10753,단행본,KM00136960,중국 근대화를 이끈 걸출한 여성들,이양자 [엮음],지식산업사,2006,912 이63ㅈ,대출가능,자료실,￦,0,8942320686
10754,단행본,KM00136959,준비된 행운,알렉스 로비라; 페르난도 트리아스 데 베스 [지음],에이지21,2006,199.1 로48ㅈ,대출가능,자료실,￦,9000,8991095208
10755,단행본,KM00136958,제로니모,포리스터 카터 [지음],아름드리미디어,2001,843 카884ㅈ,대출가능,자료실,￦,7500,8988404289
10756,단행본,KM00136956,조선통신사 일본과 통하다,손승철 [지음],동아시아,2006,911.054 손57ㅈ,대출가능,자료실,￦,12000,8988165756
10757,단행본,KM00136955,죽은 경제학자의 살아있는 아이디어,"부크홀츠, 토드",김영사,1994,320 부885ㅈ c.3,대출가능,자료실,￦,13900,9788934918295
10758,단행본,KM00136954,조선 최고의 명저들,신병주 [지음],휴머니스트,2006,911.05 신44ㅈ,대출가능,자료실,￦,15000,895862096X
10759,단행본,KM00136953,조선 왕 독살사건,이덕일 [지음],다산초당,2005,911.05 이24조,대출가능,자료실,￦,13000,8991147305
10760,단행본,KM00136951,(장정일의) 공부,장정일 [지음],랜덤하우스,2006,001.3 장74ㄱ,대출가능,자료실,￦,12000,8925503026
10761,단행본,KM00136950,전략의 귀재들 곤충,토머스 아이스너 [지음];김소정 [옮김],삼인,2006,495.2 아68ㅈ,대출가능,자료실,￦,48000,8991097553
10762,단행본,KM00136949,자유론,존 스튜어트 밀 [지음] ; 서병훈 [옮김],책세상,2005,342.13 밀57ㅈ c.5,대출가능,2층 자료실,￦,5900,8970134832
10763,단행본,KM00136948,자유론,존 스튜어트 밀 [지음] ; 서병훈 [옮김],책세상,2005,342.13 밀57ㅈ c.4,대출가능,자료실,￦,5900,8970134832
10764,단행본,KM00136947,자유론,존 스튜어트 밀 [지음] ; 서병훈 [옮김],책세상,2005,342.13 밀57ㅈ c.3,대출가능,2층 자료실,￦,5900,8970134832
10765,단행본,KM00136946,자유론,존 스튜어트 밀 [지음] ; 서병훈 [옮김],책세상,2005,342.13 밀57ㅈ c.2,대출가능,자료실,￦,5900,8970134832
10766,단행본,KM00136945,조선시대 사람들은 어떻게 살았을까. 1: 사회·경제생활 이야기,한국역사연구회 [지음],청년사,2005,911.05 한16ㅈ v.1 c.4,대출가능,자료실,￦,13500,8972783862
10767,단행본,KM00136944,에덴의 진화,앨런 터너;마우리시오 안톤 [지음]; 안소연 [옮김,지호,2007,499.038 터194ㅇ,대출가능,자료실,￦,18000,9788959090242
10768,단행본,KM00136943,예술의 의미,허버트 리드 [지음],에코리브르,2007,601 리27ㅇ,대출가능,자료실,￦,16500,899004877X
10769,단행본,KM00136942,오늘의세계적가치,브라이언 파머 [엮음];신기섭[옮김],문예출판사,2007,190 파34ㅇ,대출가능,자료실,￦,15000,9788931005585
10770,단행본,KM00136941,왜곡된 한국 외로운 한국,이지은 [지음],책세상,2007,911 이78ㅇ,대출가능,자료실,￦,15000,8970135928
10771,단행본,KM00136940,연암을 읽는다,박희병 [지음],돌베게,2006,810.905 박97ㅇ,대출가능,자료실,￦,15000,8971992379
10772,단행본,KM00136939,열정을 기억하라,알베르트 슈바이처 [지음];심재관 [옮김],좋은생각,2006,858 슈42ㅇ,대출가능,자료실,￦,9000,8991934099
10773,단행본,KM00136938,옳고도 아름다운 당신,박완서 [지음],시냇가에 심은나무,2006,234.2 박65ㅇ,대출가능,자료실,￦,9700,9788995878415
10774,단행본,KM00136937,요트,서하진 [지음],문학동네,2006,813.6 서92ㅇ,대출가능,자료실,￦,9800,8954602355
10775,단행본,KM00136936,우리말 표준 발음 연습,백문식 [지음],박이정,2005,711.1 백36ㅇ,대출가능,자료실,￦,10000,8978788114
10776,단행본,KM00136935,"원숭이,인간에게 손가락질하다",장 프랑수아 부베 [공저];심재중 [옮김],이끌리오,2007,471.5 부44ㅇ,대출가능,자료실,￦,10000,9788958770312
10777,단행본,KM00136932,(문화 이해와 어휘력 향상을 위한)우리말의 뿌리를 찾아서,백문식 [지음],삼광출판사,2006,712.03 백36ㅇ,대출가능,자료실,￦,23000,8982531262
10778,단행본,KM00136931,"역사를 바꾼 17가지 화학이야기. 2: 아스피린에서 카페인까지, 세계사속에 숨겨진 화학의 비밀",페니 르 쿠터;제이 레버슨,사이언스북스,2007,430 쿠884ㅇ v.2,대출가능,자료실,￦,15000,8798983711939
10779,단행본,KM00136930,역사를 바꾼 17가지 화학이야기. 1: 비타민에서 나일론까지 세계사속에 숨겨진 화학의 비밀,페니 르 쿠터;제이 버레슨[지음],사이언스북스,2007,430 쿠884ㅇ v.1,대출가능,자료실,￦,0,9788983711922
10780,단행본,KM00136929,지구,제임스 루어 [책임편집];김동희;이동찬;이상훈[옮김],사이언스북스,2006,445 루64ㅈ,대출가능,자료실,￦,59000,8983719648
10781,단행본,KM00136928,지금 조선의 시를 쓰라,박지원 [지음]; 김명호 [편역],돌베개,2007,810.819 박78ㅈ,대출가능,자료실,￦,18000,9788971992708
10782,단행본,KM00136927,지식을 위한 철학 통조림;고소한 맛. 4: 고소한 맛,김용규 [지음],주니어 김영사,2007,160 김65ㅈ v.4,대출가능,자료실,￦,11000,9788934923275
10783,단행본,KM00136926,지식을 위한 철학 통조림. 3: 담백한 맛,김용규,주니어 김영사,2006,160 김65ㅈ v.3,대출가능,자료실,￦,0,8934923261
10784,단행본,KM00136925,지식의 통섭,최재천;주일우 [엮음],이음,2007,001 최73ㅈ,대출가능,자료실,￦,14500,9788995890264
10785,단행본,KM00136924,지혜로운 킬러,이정숙 [지음],갤리온,2006,199.1 이74ㅈ,대출가능,자료실,￦,9500,890105485X
10786,단행본,KM00136923,진보와 야만,클라이브 폰팅 [지음]; 김현구 [옮김],돌베게,2007,909.5 폰888ㅈ,대출가능,자료실,￦,30000,9788971992715
10787,단행본,KM00136922,진실을 배반한 과학자들,윌리엄 브로드;니콜라스 웨이드 [지음];김동광 [옮김],미래 M&B,2007,409 브295ㅈ,대출가능,자료실,￦,14500,9788983943255
10788,단행본,KM00136921,찰리와 함께한 여행,존 스타인벡 [지음];이정우 [옮김],궁리,2006,846 스882ㅊ,대출가능,자료실,￦,12000,8958200731
10789,단행본,KM00136919,"천국의책방. 2: 그녀, 사랑을 추억하다",마쓰히사 아쓰시 지음;조양욱 옮김,예담,2007,833.6 아57ㅊ v.2,대출가능,자료실,￦,8000,9788959131983
10790,단행본,KM00136918,"천국의 책방. 1: 그, 사랑을 만나다",마쓰히사 아쓰시 [지음];조양욱 [옮김],예담,2007,833.6 아57ㅊ v.1,대출가능,자료실,￦,8000,9788959131976
10791,단행본,KM00136915,"인디고 서원, 내 청춘의 오아시스",허아람 [지음],궁리,2005,818 허62ㅇ,대출가능,자료실,￦,18000,895820043X
10792,단행본,KM00136914,일본치구들에게 정말로 하고 싶은 이야기,김진현 [지음],한길사,2006,349.11013 김78ㅇ,대출가능,자료실,￦,20000,8935658324
10793,단행본,KM00136913,(사이버 세계를 조롱하는)인터넷 권력전쟁,잭 골드스미스;팀 우 [지음];송연석 [옮김],임프린트 뉴런,2006,331.541 골27ㅇ,대출가능,자료실,￦,0,8901060574
10794,단행본,KM00136911,자연의 재앙 인간,프란트 부케티츠 [지음];박종대 [옮김],시아출판사,2004,471.2 부874ㅈ,대출가능,자료실,￦,18000,8981441448
10795,단행본,KM00136910,자연의 빈자리,팀 플래너리[글];피터 샤우텐 [그림];이한음 [옮김],지호,2006,491.529 플293ㅈ,대출가능,자료실,￦,15000,8959090158
10796,단행본,KM00136909,인상주의자의 연인들,제프리 마이어스 [지음],마음산책,2007,653.26 마68ㅇ,대출가능,자료실,￦,18000,8960900036
10797,단행본,KM00136908,인상주의의 역사,존 리월드 [지음];정진국 [옮김],까치,2006,609.2045 리66ㅇ,대출가능,자료실,￦,29000,8972914088
10798,단행본,KM00136907,슈퍼 코끼리 인도가 온다,오화석 [지음],매일경제신문사,2007,320.915 오95ㅅ,대출가능,자료실,￦,12000,9788974424336
10799,단행본,KM00136906,인물로 본 서양고대사,허승일 [외 지음],길,2006,920.2 허57ㅇ,대출가능,자료실,￦,35000,8987671550
10800,단행본,KM00136905,인생의 베일,서머싯 몸 [지음],민음사,2007,843 몸54이,대출가능,민음사 전집,￦,9000,9788937461378
10801,단행본,KM00136904,(케임브리지 교수들에게 듣는) 인생철학 51강,허우슈선[지음];양성희[옮김],황소자리,2006,199.1 허66ㅇ,대출가능,자료실,￦,10000,8991508278
10802,단행본,KM00136903,코끼리를 들어올린 개미,빈스 포센트 [지음];유윤한 [옮김],21세기북스(북이십일),2006,199.1 포54ㅋ,대출가능,자료실,￦,10000,8950909316
10803,단행본,KM00136902,코레야 1903년 가을,바츨라프 세로셰프스키 [지음]; 김진영 [외 옮김,개마고원,2007,911.059 세295ㅋ,대출가능,자료실,￦,18000,895769045X
10804,단행본,KM00136901,콜드리딩,이시이 히로유키 [지음];김윤희 [옮김],웅진윙스,2007,179 히295ㅋ,대출가능,자료실,￦,9800,9788901057828
10805,단행본,KM00136900,이집트 여행,크리스티앙 자크 [지음],문학세계사,2006,932.02 자877ㅇ,대출가능,자료실,￦,16000,8970753729
10806,단행본,KM00136899,타샤의 정원,타샤 튜더 [지음];리처드 브라운 [사진];공경희[옮김],윌북,2007,525.921 튜24ㅌ,대출가능,자료실,￦,12000,9788991141261
10807,단행본,KM00136898,탄수화물 중독증,잭 캘럼;버트 벅슨 ;멜리사 D.스미스[지음];인창식 [옮김] ,북라인,2006,517.54 캘294ㅌ,대출가능,자료실,￦,12000,8989847419
10808,단행본,KM00136897,탐험의 시대,다니엘라 포르니 [지음];이충호 [옮김],사계절,2005,920.3 포297ㅌ,대출가능,자료실,￦,8000,8958281537
10809,단행본,KM00136896,쾌락의 혼돈,티모시 브룩 [지음];이정;강인황[옮김],이산,2005,912.05 브296ㅋ,대출가능,자료실,￦,18000,8987608433
10810,단행본,KM00136895,토론에 강한 사람이 논술도 강하다,문성훈 [지음],동녘,2005,802 문52ㅌ,대출가능,자료실,￦,10000,8972974897
10811,단행본,KM00136894,퇴원,이청준 [지음],푸르메,2006,813.6 이83ㅌ,대출가능,자료실,￦,9800,9788995800355
10812,단행본,KM00136893,(기술이 인간을 초월하는 순간)특이점이 온다,레이 커즈와일 [지음]; 김명남 ;장시형 [옮김];진대제 [감수],김영사,2007,502 커77ㅌ,대출가능,자료실,￦,35000,9788934924067
10813,단행본,KM00136892,페스트,알베르 카뮈 [지음];김화영 [옮김],책세상,2007,863 카36ㅍ c.3,대출가능,자료실,￦,10000,9788970131146
10814,단행본,KM00136891,페스트,알베르 카뮈 [지음];김화영 [옮김],책세상,2007,863 카36ㅍ c.2,대출가능,자료실,￦,10000,9788970131146
10815,단행본,KM00136890,페스트,알베르 카뮈 [지음];김화영 [옮김],책세상,2007,863 카36ㅍ,대출가능,자료실,￦,10000,9788970131146
10816,단행본,KM00136888,평균대 비행,조정현 [지음],문학수첩,2006,813.6 조74ㅍ,대출가능,자료실,￦,9000,8983922257
10817,단행본,KM00136887,부의 위기,오마에 겐이치 [지음];지희정 [옮김],국일출판사,2006,309.113 겐68ㅂ,대출가능,자료실,￦,12000,8957820469
10818,단행본,KM00136885,블라이드데일 로맨스,나사니엘 호손[지음];김지원;한혜경[옮김],문학과지성사,2006,843 호55ㅂ,대출가능,자료실,￦,10000,893201728X
10819,단행본,KM00136884,비글호에서 탄생한 종의 기원,찰스 다윈 [원작];신웅 [작화],서해문집,2006,476.0162 다66ㅂ,대출가능,자료실,￦,11900,8974832917
10820,단행본,KM00136883,비둘기,파트리크 쥐스킨트[지음];유혜자 [옮김],열린책들,2007,853 쥐57ㅂ,대출가능,자료실,￦,7500,9788932902753
10821,단행본,KM00136882,비프스튜 자살클럽,루이스 페르난두 베리시무 [지음];이은정 [옮김],웅진지식하우스,2007,879 베298ㅂ,대출가능,자료실,￦,9800,9788901063362
10822,단행본,KM00136881,비행기 상식 사전,패트릭 스미스 [지음]; 김세중 [옮김],예원,2006,558.3334 스38ㅂ,대출가능,자료실,￦,9500,8991413277
10823,단행본,KM00136880,빈 서판,스티븐 핑커 [지음];김한영 [옮김],사이언스북스,2004,182.4 핑874ㅂ,대출가능,자료실,￦,40000,8983711450
10824,단행본,KM00136879,빙하기,존 그리빈;메리 그리빈 [공지음];김웅서 [옮김],사이언스북스,2006,456.92 그298ㅂ,대출가능,자료실,￦,9800,8983711728
10825,단행본,KM00136877,보이지 않는 도시들,이탈로 칼비노 [지음];이현경 [옮김],민음사,2007,883 칼48ㅂ,대출가능,민음사 전집,￦,7500,9788937461385
10826,단행본,KM00136876,변경에서 바라본 근대 ,테사 모리스 스즈키 [지음];임성모 [옮김],산처럼,2006,913.05 스77ㅂ,대출가능,자료실,￦,22000,8990062209
10827,단행본,KM00136875,백색국가 건사,박진빈 [지음],앨피,2006,942.065 박78ㅂ,대출가능,자료실,￦,13800,8992151055
10828,단행본,KM00136874,발해고,유득공 [지음];정진헌 [옮김],서해문집,2006,911.0369 유27ㅂ,대출가능,자료실,￦,8500,8974832739
10829,단행본,KM00136873,바이러스 삶과 죽음사이,이재열 [지음],지호,2005,475.54 이73ㅂ,분실,자료실,￦,13000,8959090077
10830,단행본,KM00136872,바우돌리노 . 하,움베르토 에코 지음;이현경 옮김,열린책들,2002,883 에875ㅂ v.하,대출가능,자료실,￦,9500,8932904308
10831,단행본,KM00136871,바우돌리노 . 상,움베르토 에코 [지음];이현경 옮김,열린책들,2002,883 에875ㅂ v.상,대출가능,자료실,￦,9500,8932904294
10832,단행본,KM00136870,바보처럼 공부하고 천재처럼 꿈꿔라,신웅진 [지음],명진출판,2007,818 신66ㅂ,대출가능,2층 자료실,￦,10000,9788976772435
10833,단행본,KM00136869,내가 본 이라크 전쟁,다카하시 쿠니노리 [지음] ; 정영교 [옮김],지경사,2005,668.3921 쿠198ㄴ,대출가능,자료실,￦,9000,8931916825
10834,단행본,KM00136868,네트워크 지식국가,하영선[외 지음],을유문화사,2007,349 하64ㄴ,대출가능,자료실,￦,18000,8932471126
10835,단행본,KM00136867,노신평전,임현치 지음;김태성 옮김,실천문학사,2006,820.99 임94ㄴ,대출가능,자료실,￦,15000,893920543X
10836,단행본,KM00136866,뇌가 나의 마음을 만든다,빌라야누르 라마찬드란 [지음];이충 [옮김],바다출판사,2006,511.4813 라32ㄴ,대출가능,자료실,￦,12000,8955613423
10837,단행본,KM00136865,눈먼 시계공,리처드 도킨스 [지음];이용철 [옮김],사이언스북스,2004,476.01 도878ㄴ,대출가능,자료실,￦,25000,8983711531
10838,단행본,KM00136864,느림,밀란 쿤데라[지음],민음사,2007,863 쿤24ㄴ,대출가능,자료실,￦,7000,9788937401893
10839,단행본,KM00136863,능소화,조두진 [지음],예담,2006,813.6 조26ㄴ,대출가능,자료실,￦,9000,8959131768
10840,단행본,KM00136862,다산선생 지식경영법,정민[지음],김영사,2007,007.3 정38ㄷ,대출가능,자료실,￦,25000,9788934923503
10841,단행본,KM00136861,다시 광장에서,송호근 [지음],나남출판,2006,304 송95ㄷ,대출가능,자료실,￦,0,8930081797
10842,단행본,KM00136860,다윈의 대답. 4: 낳은 정과 기른 정은 다른가,마틴 데일리;마고 윌슨[지음];주일우[옮김],이음,2007,476.01 데68ㄷ v.4,대출가능,자료실,￦,7000,9788995890257
10843,단행본,KM00136859,다윈의 대답. 3: 남자일과 여자일은 따로 있는가,킹즐리 브라운 [지음];강호정 [옮김],이음,2007,476.01 브292ㄷ v.3,대출가능,자료실,￦,7500,9788995890240
10844,단행본,KM00136858,다윈의 대답. 2: 왜 인간은 농부가 되었는가,콜린 텃지 [지음];김상인 [옮김],이음,2007,476.01 텃78ㄷ v.2,대출가능,자료실,￦,0,9788995890233
10845,단행본,KM00136857,다윈의 대답. 1: 변하지 않는 인간의 본성은 있는가,피터 싱어[지음];최정규[옮김],이음,200,476.01 싱64ㄷ v.1,대출가능,자료실,￦,7500,9788995890226
10846,단행본,KM00136856,달콤한 나의 도시,정이현[지음],문학과지성사,2006,813.6 정68ㄷ,대출가능,자료실,￦,10000,8932017158
10847,단행본,KM00136854,도시풍수,최창조[지음],판미동,2007,188.4 최82ㄷ,대출가능,자료실,￦,15000,9788992483032
10848,단행본,KM00136853,"유럽문화 속의 독일인과 유대인,그 비극적 이중주",오한진 [지음],한울림,2006,925 오92ㅇ,대출가능,자료실,￦,20000,8958270365
10849,단행본,KM00136852,뒤마 클럽,아르투로 페레스 레베르테 [지음];정창[옮김],시공사,2007,873 레44ㄷ,대출가능,자료실,￦,9500,9788952717740
10850,단행본,KM00136851,(해커스)토플 리스닝 ibt 에디션,데이비드 초[지음],해커스어학연구소,2007,740.77 초24ㅌ,대출가능,자료실,￦,29500,8990700191
10851,단행본,KM00136850,(해커스) 토플 스피킹 ibt 에디션,데이비드 초 [지음],해커스어학연구소,2007,740.77 초24ㅌ,대출가능,자료실,￦,23900,9788990700254
10852,단행본,KM00136849,(해커스) 토플 라이딩 ibt 에디션,데이비드 초 [지음],해커스어학연구소,2007,740.77 초24ㅌ,대출가능,자료실,￦,19500,9788990700216
10853,단행본,KM00136847,한국의 배,김효철 [외지음],지성사,2006,559.41 김95ㅎ,대출가능,자료실,￦,40000,8978891349
10854,단행본,KM00136846,한국의 늪,강병국 [글];최종수 [사진],지성사,2006,472.526325 강44ㅎ,대출가능,자료실,￦,15000,8978891306
10855,단행본,KM00136845,하멜표류기,헨드릭 하멜 [지음] ; 김태진 [옮김],서해문집,2003,911.056 하34ㅎ,대출가능,자료실,￦,6700,8974831759
10856,단행본,KM00136843,한국의 과학기술 이야기. 2: 삼국시대,이종호;박규태[지음],집사재,2007,409.11 이75ㅎ v.2,대출가능,자료실,￦,9800,9788957751122
10857,단행본,KM00136842,한국의 과학기술 이야기. 1: 원시시대 고조선 시대,이종호;박택규[지음],집사재,2007,409.11 이75ㅎ v.1,대출가능,자료실,￦,9800,9788957751114
10858,단행본,KM00136841,적과 흑,스탕달[지음];손현숙[옮김];심춘숙[그림],푸른숲,2006,863 스882저,대출가능,자료실,￦,9500,8971844922
10859,단행본,KM00136840,올리버 트위스트,찰스 디킨스[지음];왕은철[옮김];홍정아[그림],푸른숲,2006,843 디878오,대출가능,자료실,￦,9800,8971844914
10860,단행본,KM00136839,제인 에어,샬럿 브론테[지음];이혜경[옮김];천은실 [그림],푸른숲,2006,843 브295제,대출가능,자료실,￦,12000,8971844736
10861,단행본,KM00136838,위대한 유산,찰스 디킨스[지음];왕은철[옮김];강민희 [그림],푸른숲,2007,843 디878위,대출가능,자료실,￦,9800,9788971844724
10862,단행본,KM00136837,폭풍의 언덕,에밀리 브론테[지음];공경희 [옮김];안재선 [그림],푸른숲,2006,843 브295포,대출가능,자료실,￦,11000,897184471X
10863,단행본,KM00136836,오만과 편견,제인 오스틴 [지음];최영란 [그림],푸른숲,2006,843 오57오,대출가능,자료실,￦,9500,8971844663
10864,단행본,KM00136835,오페라의 유령,가스통 르루 [지음];이신정 [그림],푸른숲,2006,863 르296ㅇ,대출가능,자료실,￦,9500,8971844655
10865,단행본,KM00136834,(해커스) 토플 리딩 ibt 에디션,데이비드 초 [지음],해커스어학연구소,2007,740.77 초24ㅌ v.reading,대출가능,자료실,￦,0,9788990700179
10866,단행본,KM00136833,(최경희 교수의)과학아카데미. 3: 환경 여성,최경희 [지음],동녘,2000,401 최14ㄱ v.3,대출가능,자료실,￦,8000,8972974196
10867,단행본,KM00136832,(최경희 교수의)과학아카데미. 2: 화학 생물,최경희 [지음],동녘,2001,401 최14ㄱ v.2,대출가능,자료실,￦,8000,8972974188
10868,단행본,KM00136831,(최경희 교수의)과학아카데미. 1: 지구과학 물리,최경희 [지음],동녘,2000,401 최14ㄱ v.1,대출가능,자료실,￦,8000,8972973440
10869,단행본,KM00136830,과거는 낯선 나라다,데이비드 로웬덜 [지음];김종원;한명숙[옮김],개마고원,2006,901 로66ㄱ,대출가능,자료실,￦,38000,8957690441
